,date,review,rating,status,length,label,language_scores,language,scores,compound,sentiment
13,2021-03-08,perfect.Thanks you very much ,5,completer,29,pos,"{'language': 'en', 'score': 0.9999953745192596}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
14,2021-03-08,too many quiz !!!!,1,completer,18,neg,"{'language': 'ca', 'score': 0.7142838526029306}",ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
15,2021-03-07,This is a good course but I expected more from this course.,3,completer,59,neu,"{'language': 'en', 'score': 0.9999968971644468}",en,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.2382}",0.2382,pos
16,2021-03-07,"Great syllabus, i acquired so many new skills",5,completer,45,pos,"{'language': 'en', 'score': 0.9999975302582937}",en,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,pos
17,2021-03-07,"Very poor quality. The videos are basically a sequence of slides with a lot of text information and simultaneous audio. Instead helping these two streams of information are actually competing attention from the student. The Labs are a joke. Typos, non functional code on the examples. Suddenly, exercises on the quiz go from extremely easy and nothing challenging to exercises with content not covered. In other words, if I really want to learn python I have to consult material, videos and good quality classes NOT provided on this course content and from other source, most of them FOR FREE. I wonder what the person who designed this course has in mind. I don't really expect someone will care about this feedback. I know it wont make any difference since you guys are making shit loads of money. At least EDC has balls to provide textbooks and a decent course structures with useful material. Shame I already spent my hardworking money on you and now I have to stay till the end.",1,completer,983,neg,"{'language': 'en', 'score': 0.9999984425516183}",en,"{'neg': 0.063, 'neu': 0.814, 'pos': 0.122, 'compound': 0.8652}",0.8652,pos
18,2021-03-07,Very well planned the course. Animation is excellent.,5,completer,53,pos,"{'language': 'en', 'score': 0.9999974039198902}",en,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7264}",0.7264,pos
19,2021-03-06,It is a very valuable course that I have learned for the Python skillset. It contains some advanced methods. It helps me to build more confidence in using Python and understand the concept in general.,5,completer,200,pos,"{'language': 'en', 'score': 0.9999963253512836}",en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.8906}",0.8906,pos
20,2021-03-06,Expected to be more in depth and give some indepth handson context of AI and development.,3,completer,89,neu,"{'language': 'en', 'score': 0.9999969693595162}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
21,2021-03-06,Provide foundation knowledge for Python and chance to try using Python,5,completer,70,pos,"{'language': 'en', 'score': 0.9999955231340311}",en,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}",0.25,pos
22,2021-03-06,Great training giving excellent introduction to Python and API!,5,completer,63,pos,"{'language': 'en', 'score': 0.999996669885033}",en,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.8883}",0.8883,pos
23,2021-03-05,good course for data science students,4,completer,37,pos,"{'language': 'en', 'score': 0.5714289221113245}",en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
24,2021-03-05,one of my favourite courses so far! logical structure and well explained video plus additional hands-on-labs to practice !,5,completer,122,pos,"{'language': 'en', 'score': 0.9999965549002908}",en,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.3987}",0.3987,pos
25,2021-03-05,"Quiz questions sometimes pop-up before the subject material is presented. Some sections, especially the last week of sections, feel rushed.",3,completer,139,neu,"{'language': 'en', 'score': 0.9999973420360855}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
26,2021-03-04,"Let's be honest, no one without any experience of programming is going to be an expert by the end of this course. I have learned a lot, yes, but I am far to be a Python programmer even less specialized in Data Science at the end of this. The lessons are very basics with a consistent frustrating exercise at the end of each and every lesson: for some reason, the author assumes that you already know how to program with Python, so the exercise is about something which never ever was even mentioned during the lesson. Some lab exercises are largely outdated as mentioned in one of them: ""This lab describes the current version of Language Translator, 2018-05-01"" in March 2021... Now, the final assignment was actually the most interesting part of the whole course as data science was actually involved with interesting data even though there was still that frustrating question about something never spoken during the course: finding a value greater than the other in a column.",2,dropout,978,neg,"{'language': 'en', 'score': 0.9999970201841051}",en,"{'neg': 0.051, 'neu': 0.847, 'pos': 0.101, 'compound': 0.8414}",0.8414,pos
27,2021-03-04,"This course wasn't bad exactly.  The videos are very good, but the tutorials are a waste of time.  One doesn't practice any of the skills learnt so it isn't reinforced.  It would be FAR more effective to have it as a semi-interactive course, where you learn something, then apply it immediately.",3,completer,295,neu,"{'language': 'en', 'score': 0.9999982061791822}",en,"{'neg': 0.065, 'neu': 0.785, 'pos': 0.15, 'compound': 0.6008}",0.6008,pos
28,2021-03-04,"Some modules seemed disjointed and this shows in the Lab sessions where the difficulty levels varied (some were for beginners - as the course intended- whereas others were more intermediate). For the intermediate level Lab sessions, they were sometimes discouraging as it could make programming novices such as myself find the exercises too difficult. Otherwise, a great overview of Python for data science. Students are encouraged to already have some prior Python knowledge beforehand  ",4,completer,488,pos,"{'language': 'en', 'score': 0.9999970907506928}",en,"{'neg': 0.122, 'neu': 0.798, 'pos': 0.08, 'compound': -0.3612}",-0.3612,neg
29,2021-03-04,The coding was at a very high level. Not very useful,2,completer,52,neg,"{'language': 'en', 'score': 0.9999976514548632}",en,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.3865}",-0.3865,neg
30,2021-03-04,Very informative course.,5,completer,24,pos,"{'language': 'en', 'score': 0.9999957471139033}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
31,2021-03-03,good to learn coding,5,completer,20,pos,"{'language': 'en', 'score': 0.9999955664754148}",en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
32,2021-03-03,"The first half of the course was easy to follow but in the second half of the course it felt like there were several knowledge gaps. However, overall the course managed to impart the basics of Python and get me eager to learn more.",3,completer,231,neu,"{'language': 'en', 'score': 0.9999975960362815}",en,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.8151}",0.8151,pos
33,2021-03-02,Good ,4,completer,5,pos,"{'language': 'so', 'score': 0.7142847139471062}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
34,2021-03-02,"Excellent to teach you the basic, for working with data in python. There is quite a lot of knowledge in this 5 weeks and maybe a bit to little practical exercise.",4,completer,162,pos,"{'language': 'en', 'score': 0.9999978570954108}",en,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.5719}",0.5719,pos
35,2021-03-02,Great course for beginners. Could be better if we could have got more and more programming examples in the videos,4,completer,113,pos,"{'language': 'en', 'score': 0.9999955942756262}",en,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.7906}",0.7906,pos
36,2021-03-02,Very Important course. Get to learn many things in python,5,completer,57,pos,"{'language': 'en', 'score': 0.9999950790311085}",en,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2716}",0.2716,pos
37,2021-03-01,Not as challenging as I hoped for. Would have been nicer if had coding tests instead of theory tests. ,3,completer,102,neu,"{'language': 'en', 'score': 0.9999980364777614}",en,"{'neg': 0.066, 'neu': 0.684, 'pos': 0.251, 'compound': 0.6194}",0.6194,pos
38,2021-03-01,"Quite honestly, I am frustrated with this course. The material was generally good, but the content often had typos, odd phrasing, etc. which just made it more challenging on top of learning this new language. I also found the course exercises (particularly weeks 3 & 4) were not at the ""beginner"" level--I was able to pass quizzes and and do the assignments just fine, but the exercises would always come out of left field, pulling from concepts I hadn't yet learned. I ended up doing a lot of researching outside of the course content on my own, which I'm not opposed to, but that is certainly not how they marketed it and made me feel like there was something wrong with the way I was learning, when it was really the way that they were teaching the material. I was grateful for the course discussion board, where a lot of people expressed similar frustrations and it made me realize I am not alone in this and often gave me good resources to review.",2,completer,952,neg,"{'language': 'en', 'score': 0.9999988637183668}",en,"{'neg': 0.071, 'neu': 0.783, 'pos': 0.146, 'compound': 0.9024}",0.9024,pos
39,2021-03-01,Very good for basic learners.,5,completer,29,pos,"{'language': 'en', 'score': 0.9999958079910203}",en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
40,2021-03-01,"it was good and fast pace course to the python fundamentals and for the basics of data collection and what is meant by API, REST API and web scrapping ",4,completer,151,pos,"{'language': 'en', 'score': 0.9999963810146651}",en,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",0.4404,pos
41,2021-02-28,"Many of the functions and methods used in this course, especially those in pandas, have been deprecated since this course was written. The course should reallly be updated to reflect these changes. Also, the description of the final project describes analysing housing market data, but the project itself is on GDP data. This also should be updated.",3,completer,349,neu,"{'language': 'en', 'score': 0.9999964461182376}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
42,2021-02-28,this is really a good course helped me to improve skills,5,completer,56,pos,"{'language': 'en', 'score': 0.9999976562084854}",en,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7264}",0.7264,pos
43,2021-02-28,ITS REALLY EXCELLENT PLATFORM TO LEARN ANYTHING,5,completer,47,pos,"{'language': 'en', 'score': 0.999995821771106}",en,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.6115}",0.6115,pos
44,2021-02-28,it is super ,5,completer,12,pos,"{'language': 'en', 'score': 0.9999955401255654}",en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
45,2021-02-28,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999974059416756}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
46,2021-02-27,This was awesome.,5,completer,17,pos,"{'language': 'en', 'score': 0.9999973043486651}",en,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,pos
47,2021-02-27,Great learning. The API course requires bit more detail explanation,4,completer,67,pos,"{'language': 'en', 'score': 0.9999975242944354}",en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,pos
48,2021-02-27,enjoyed while learning,5,completer,22,pos,"{'language': 'en', 'score': 0.9999966165776992}",en,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,pos
49,2021-02-27,This course was of intermediate level.,4,completer,38,pos,"{'language': 'en', 'score': 0.9999971127554035}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
50,2021-02-26,It's a good course to learn about Python,4,completer,40,pos,"{'language': 'en', 'score': 0.9999965409899385}",en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
51,2021-02-26,very good. takes a good amount of effort,5,completer,40,pos,"{'language': 'en', 'score': 0.999996564878608}",en,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7496}",0.7496,pos
52,2021-02-26,This is the hardest course I've taken so far but it is actually one of the best .,5,completer,81,pos,"{'language': 'en', 'score': 0.9999967057229309}",en,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7783}",0.7783,pos
53,2021-02-25,An excellent foundation for Python programming unwrapping many concepts leading to further exploration by the learner. Enjoyed learning. The best part is the questions that pops up in the middle of the lectures and the Jupiter Notebook for practice that made the learning very interesting. Thank you!,5,completer,300,pos,"{'language': 'en', 'score': 0.9999968543791075}",en,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9593}",0.9593,pos
54,2021-02-24,tres ravi ,4,completer,10,pos,"{'language': 'ca', 'score': 0.7142822010756262}",ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
55,2021-02-22,"I struggled to learn with this course. I have some experience coding with Python already and feel like the Python beginners course from University of Michigan (Python for everyone) was much better at learning Python for data analytics even though the course objective was more to learn about Python rather than data analytics. I didn't like the clunky and cluttered feel of programming in Jutyper. Previous courses I've taken in Python, the video or lecturer would usually code in the shell or an IDE and you'd see the code being done, you'd go practice in an uncluttered IDE where you could debug things easily and I felt like I learned quite easily. This course kind of just lectures through the code and uses visuals to represent the program which I feel is not a good way to teach coding/programming. The beginning weeks were easy because I knew all the content, but I could see it was taught using poor methods in my opinion. When it got to the material at the end which I'd never learned before, I could really feel how slow and difficult it was to retain the information being presented in the videos. I think it would help a lot by doing videos in an IDE and provide a textbook to easily refer back to the content instead of having to click through a video to do so. ",1,completer,1275,neg,"{'language': 'en', 'score': 0.9999973796498131}",en,"{'neg': 0.046, 'neu': 0.872, 'pos': 0.082, 'compound': 0.6594}",0.6594,pos
56,2021-02-21,The course in my view was perfectly designed and structured.,5,completer,60,pos,"{'language': 'en', 'score': 0.999998523543613}",en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,pos
57,2021-02-21,Good Overview and depth of course.,5,completer,34,pos,"{'language': 'en', 'score': 0.9999974663846515}",en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
58,2021-02-20,Exercises sometimes not in line with the beginner level,4,dropout,55,pos,"{'language': 'en', 'score': 0.999996609161353}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
59,2021-02-20,intersting to learn python,5,completer,26,pos,"{'language': 'en', 'score': 0.999997090027192}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
60,2021-02-19,outstanding perfomance,5,completer,22,pos,"{'language': 'en', 'score': 0.9999955300071082}",en,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6124}",0.6124,pos
61,2021-02-18,Thanks IBM and Coursera for providing such quality content,5,completer,58,pos,"{'language': 'en', 'score': 0.9999951240154563}",en,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,pos
62,2021-02-18,"Feel like this is beyond an intro course.  A little disappointed, but some material was very helpful in learning about Python, but still thought it was at least a mid-level course.",3,completer,180,neu,"{'language': 'en', 'score': 0.9999971515120755}",en,"{'neg': 0.056, 'neu': 0.769, 'pos': 0.174, 'compound': 0.6106}",0.6106,pos
63,2021-02-18,Helpful course ,5,completer,15,pos,"{'language': 'fr', 'score': 0.8571389037819931}",fr,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
64,2021-02-17,"I guess this course is currently being updated and transitioned to a new course, but the labs include material that is never covered in the videos, there is a steep increase in difficulty, and the course is NOT a ""beginner-friendly, no experience required"" introduction to Python as advertised. This course needs a major overhaul.",2,completer,330,neg,"{'language': 'en', 'score': 0.9999961457519229}",en,"{'neg': 0.057, 'neu': 0.846, 'pos': 0.097, 'compound': 0.2919}",0.2919,pos
65,2021-02-17,best,5,dropout,4,pos,"{'language': 'af', 'score': 0.999992496120875}",af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,pos
66,2021-02-17,"Though I do feel like I learned some things from this course, I was not very happy with the way the material was presented. The first half of the labs were great, but the second half was way beyond what was being taught in this course and difficult to follow. I ended up skipping those sections and still did well on the quizzes. I think those portions need to be removed. There were also a few quizzes with answer errors. It took several times of answering the same thing for it to accept it as the correct answer. If I had it to do over again, I would learn Python somewhere else.",2,completer,582,neg,"{'language': 'en', 'score': 0.9999980382055439}",en,"{'neg': 0.073, 'neu': 0.838, 'pos': 0.089, 'compound': 0.2246}",0.2246,pos
67,2021-02-17,"Material goes too fast especially with the API section. Found it to be very unclear at times, needs to slow down the pacing",3,dropout,123,neu,"{'language': 'en', 'score': 0.9999958394565909}",en,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.3167}",-0.3167,neg
68,2021-02-16,Absolutely not complex and every detail very nicely explained. ,5,completer,63,pos,"{'language': 'en', 'score': 0.9999967428785925}",en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
69,2021-02-15,Good course. The labs must be improve,3,completer,37,neu,"{'language': 'en', 'score': 0.9999952376659452}",en,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,pos
70,2021-02-15,"ItÂ´s good generally, but it has a few caveats. There are some jumps in programming concepts, for a beginner course. And some of them are not used in the final project, so they could be removed and replaced with more in-depth analysis of libraries methods.",4,completer,256,pos,"{'language': 'en', 'score': 0.9999964193609586}",en,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.2382}",0.2382,pos
71,2021-02-15,"Some exercises in the Labs are definitely not for beginners, especially during week 3 and 4. The course does not give you enough resources to be able to resolve those exercises and only gives you the answer, which is rather advanced and involves knowledge from outside this course.Apart from that, the course is fine, but that experience might be a bit disappointing for someone who is just starting with Python.",3,completer,412,neu,"{'language': 'en', 'score': 0.9999955781647032}",en,"{'neg': 0.058, 'neu': 0.853, 'pos': 0.089, 'compound': -0.1901}",-0.1901,neg
72,2021-02-14,It is very good to understand Python for Data Science. ,5,completer,55,pos,"{'language': 'en', 'score': 0.9999960703498398}",en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.4927,pos
73,2021-02-13,Limited in information and use cases,4,completer,36,pos,"{'language': 'en', 'score': 0.9999966109709262}",en,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neg
74,2021-02-13,great,3,completer,5,neu,"{'language': 'ro', 'score': 0.857136348161627}",ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,pos
75,2021-02-12,Great experience for beginners linke me,5,completer,39,pos,"{'language': 'da', 'score': 0.7142816020308873}",da,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
76,2021-02-12,really great course for beginners,5,completer,33,pos,"{'language': 'en', 'score': 0.9999969723594693}",en,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.659}",0.659,pos
77,2021-02-12,"Informative, but lacks step by step, easy to follow, guided examples, and lacks repetitive practice that tends to help with learning coding and working with data frames ",4,completer,169,pos,"{'language': 'en', 'score': 0.999996267335959}",en,"{'neg': 0.074, 'neu': 0.708, 'pos': 0.218, 'compound': 0.7096}",0.7096,pos
78,2021-02-12,"Overall this course is great for the Python beginners. Though the final assigment is good, it could have been made little ""better"" by making it a ""bit more"" challenging.",5,completer,169,pos,"{'language': 'en', 'score': 0.999996146320453}",en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.8357}",0.8357,pos
79,2021-02-12,"This is an awful course for learning python and data science. It moves quick through concepts, but worse it jumps through them and they are not tied together in any meaningful way. It appears to be a marketing campaign to get people to try IBM Watson services. I am grateful I too this course as a supplement after learning Python and Data science fundamentals otherwise I would not have been able to finish it. ",1,completer,412,neg,"{'language': 'en', 'score': 0.9999958479149921}",en,"{'neg': 0.079, 'neu': 0.832, 'pos': 0.089, 'compound': 0.2023}",0.2023,pos
80,2021-02-12,A great introduction course to Python. A lot of topics are covered and you will learn a lot. I wish they would proof read the labs though. There were a lot of grammatical mistakes and instances where sentences would not make sense. I also wish they explained the harder topics in more detail.,4,completer,292,pos,"{'language': 'en', 'score': 0.9999968768235276}",en,"{'neg': 0.045, 'neu': 0.761, 'pos': 0.194, 'compound': 0.802}",0.802,pos
81,2021-02-11,"This course was not well sequenced. The labs demanded work outside of the class to complete. I bought a python text book and had to supplement my learning with the instruction and exercises provided by the book. As a teacher, I found this course to be poorly organized. ",1,completer,270,neg,"{'language': 'en', 'score': 0.9999973928898922}",en,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.4047}",-0.4047,neg
82,2021-02-10,"The worst course I've taken so far. I used to learn on udemy before switching to Coursera because of more well-known providers. This entire IBM Data Analyst Professional Certificate has been mostly way too easy. Explanations don't seem to be technically accurate and simplify concepts a lot. Especially the in the Python module, the basics of programming are skimmed through while the exercises are designed at a significantly more difficult level. A lot of students seem to be frustrated with this part and apparently, nothing is being done to improve this course. Why people are still taking it? To have some certificate from a reknown company on their LinkedIn profile. Do people actually learn in this course? Yes, but only because nothing is being taught here and students are forced to do their own research to solve the exercises. ",1,dropout,838,neg,"{'language': 'en', 'score': 0.999997295986757}",en,"{'neg': 0.076, 'neu': 0.869, 'pos': 0.055, 'compound': -0.6195}",-0.6195,neg
83,2021-02-10,Python :  basic knowledge,5,completer,25,pos,"{'language': 'en', 'score': 0.9999957030759288}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
84,2021-02-09,Course developed at the top! if you want to deal with data manipulation!,5,completer,72,pos,"{'language': 'en', 'score': 0.9999946288135941}",en,"{'neg': 0.139, 'neu': 0.63, 'pos': 0.232, 'compound': -0.1739}",-0.1739,neg
85,2021-02-09,it was a good complete and practical course,5,completer,43,pos,"{'language': 'en', 'score': 0.9999974493723378}",en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
86,2021-02-09,This course helped me to practise the basics of Python and harden my core.,4,completer,74,pos,"{'language': 'en', 'score': 0.9999922893752474}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
87,2021-02-09,good start to learning about python,5,completer,35,pos,"{'language': 'en', 'score': 0.9999953389011375}",en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
88,2021-02-08,For someone with some experience in programming the course was light. But I have to admit if I didn't have any previous knowledge the labs would be somehow hard. It's a sudden jump. But overall a positive experience.,3,completer,216,neu,"{'language': 'en', 'score': 0.999997742803532}",en,"{'neg': 0.037, 'neu': 0.82, 'pos': 0.143, 'compound': 0.6124}",0.6124,pos
89,2021-02-07,Very interesting. Extraordinary!,5,completer,32,pos,"{'language': 'en', 'score': 0.9999974117019069}",en,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.5081}",0.5081,pos
90,2021-02-07,I have really enjoyed this course. This course is lucid and pretty much understandable for beginners who have little knowledge in programming. For me this course proved to be an Incredible Motivator. I personally recommend this course for learning the basics of both Python and Data Science. ,5,completer,292,pos,"{'language': 'en', 'score': 0.9999932994362897}",en,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.8516}",0.8516,pos
91,2021-02-07,Very good introduction to Python! The Jupyter Notebooks provided are a great resource.,5,completer,86,pos,"{'language': 'en', 'score': 0.9999978293976601}",en,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.8217}",0.8217,pos
92,2021-02-05,"It would be very helpful if there were notes for each video that contained the code discussed -- both for the sake of learning, but also for people with visual impairments who might not be able to see the code in the videos",4,completer,223,pos,"{'language': 'en', 'score': 0.9999967536685888}",en,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2609}",0.2609,pos
93,2021-02-05,"A good overview, not as practical, hands on as it could be but I believe this is because it is trying to cover a lot of ground very fast. In that respect it is a great summary, requiring a lot of additional study and practice in order to make use of.",4,completer,250,pos,"{'language': 'en', 'score': 0.9999963753078865}",en,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.9144}",0.9144,pos
