,date,review,rating,status,length,label,language_scores,language,scores,compound,sentiment
16,2021-03-06,Best Course for Beginners in Data Science Field.,5,completer,48,pos,"{'language': 'en', 'score': 0.8571412154033797}",en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,pos
17,2021-03-06,Thanks to IBM and Coursera.this is really a great introductory course.,4,completer,70,pos,"{'language': 'en', 'score': 0.9999965479340527}",en,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.807}",0.807,pos
18,2021-03-05,Nice course,5,completer,11,pos,"{'language': 'fr', 'score': 0.9999946216659249}",fr,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
19,2021-03-05,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999938301864598}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
20,2021-03-05,"This course was good introduction. However, the tests should be less memory based and more concept based. ",4,completer,106,pos,"{'language': 'en', 'score': 0.9999971646545145}",en,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,pos
21,2021-03-05,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999970886862508}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
22,2021-03-05,Great course to start your Data Science Learning,5,completer,48,pos,"{'language': 'en', 'score': 0.9999953342701072}",en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
23,2021-03-05,Very good,5,completer,9,pos,"{'language': 'af', 'score': 0.9999934805179964}",af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
24,2021-03-05,insightful and enlightening,5,completer,27,pos,"{'language': 'en', 'score': 0.8571381706378733}",en,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,pos
25,2021-03-05,the  course covers basic concept of Data Science concept. it is more useful for beginners who want to know more about Data Science,5,completer,130,pos,"{'language': 'en', 'score': 0.9999971183216868}",en,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5413}",0.5413,pos
26,2021-03-04,Introduction to data science and the job of data scientist was cleared,4,completer,70,pos,"{'language': 'en', 'score': 0.9999973906375489}",en,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.1027}",0.1027,pos
27,2021-03-04,payment ,1,completer,8,neg,"{'language': 'fr', 'score': 0.9999959725166991}",fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
28,2021-03-04,"This course defines a data and data scientist along with the scope, responsibility in a very simple and broadly.",5,completer,112,pos,"{'language': 'en', 'score': 0.999997045390283}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
29,2021-03-04,It is made easy to listen and learn. Perfect lecture delivery!,5,completer,62,pos,"{'language': 'en', 'score': 0.8571389971866303}",en,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.784}",0.784,pos
30,2021-03-04,Best course for understanding base of the data science,5,completer,54,pos,"{'language': 'en', 'score': 0.9999965858740298}",en,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,pos
31,2021-03-04,amazing course for understanding the term data science in detail,5,completer,64,pos,"{'language': 'en', 'score': 0.9999962598220902}",en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.5859,pos
32,2021-03-03,It was a well structured intro to data science :),5,completer,49,pos,"{'language': 'en', 'score': 0.9999988600823302}",en,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.6249}",0.6249,pos
33,2021-03-03,An interesting and gentle introduction to basic concepts of data science,4,completer,72,pos,"{'language': 'en', 'score': 0.9999968034915769}",en,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.6808,pos
34,2021-03-03,"Well structured, detailed and varied contents.",5,completer,46,pos,"{'language': 'en', 'score': 0.9999957841502795}",en,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,pos
35,2021-03-03,I like the course as it is well explained and detailed information about Data Science.,5,completer,86,pos,"{'language': 'en', 'score': 0.9999952357394022}",en,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.5574}",0.5574,pos
36,2021-03-03,You can find what is data science and how you do that.,4,completer,54,pos,"{'language': 'en', 'score': 0.9999974127519913}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
37,2021-03-03,Great Course by IBM! Really appreciate that they had given a very good idea about Data Science. I have done other courses too but didn't get study material like this anywhere. Best for beginners. ,5,completer,196,pos,"{'language': 'en', 'score': 0.9999963893863777}",en,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9431}",0.9431,pos
38,2021-03-03,Definetely very useful to start knowing about Data Sciencia if you do not have any idea. ,5,completer,89,pos,"{'language': 'en', 'score': 0.9999971054504628}",en,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4927}",0.4927,pos
39,2021-03-03,"Good introduction to the job as a data scientist, but not that explanatory for the field of data science.",5,dropout,105,pos,"{'language': 'en', 'score': 0.999996694491092}",en,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.2382}",0.2382,pos
40,2021-03-02,"This course was a pure not technical. May be suitable for
sales people or for managers. But as a developer, it was a total wastage of time.",1,dropout,139,neg,"{'language': 'en', 'score': 0.9999952727781872}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
41,2021-03-02,The course is excellent. The videos and the notes are all helpful.,5,completer,66,pos,"{'language': 'en', 'score': 0.9999983524431646}",en,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7579}",0.7579,pos
42,2021-03-02,"Good course to give you a layout of some of the ideas behind Data Science. My only complaint that it lacks some hands-on work, even just a bit- to dive a bit deeper in to the subject.",4,completer,183,pos,"{'language': 'en', 'score': 0.9999956873629733}",en,"{'neg': 0.059, 'neu': 0.863, 'pos': 0.078, 'compound': 0.1779}",0.1779,pos
43,2021-03-01,Nice explanations on Data Science,5,completer,33,pos,"{'language': 'en', 'score': 0.9999943647541233}",en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,pos
44,2021-03-01,Excellent introductory course,5,completer,29,pos,"{'language': 'en', 'score': 0.8571403036245901}",en,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,pos
45,2021-03-01,The course is well structured and anyone new to data science can learn. ,5,completer,72,pos,"{'language': 'en', 'score': 0.9999977378206422}",en,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,pos
46,2021-03-01,Very Informative. Thank you.,5,completer,28,pos,"{'language': 'en', 'score': 0.9999969963639138}",en,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.4173}",0.4173,pos
47,2021-03-01,Very good course so well structured that the effort of understanding is so little to understand very well,5,completer,105,pos,"{'language': 'en', 'score': 0.9999972907232499}",en,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7893}",0.7893,pos
48,2021-03-01,all worth it ,5,completer,13,pos,"{'language': 'en', 'score': 0.9999980473046055}",en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,pos
49,2021-03-01,"this course is very very helpful and the explanation given is very clear, thank you!",5,completer,84,pos,"{'language': 'en', 'score': 0.9999984243645961}",en,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8532}",0.8532,pos
50,2021-03-01,Very informative and well organized.,5,completer,36,pos,"{'language': 'en', 'score': 0.9999953011019762}",en,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.3321}",0.3321,pos
51,2021-02-28,The pace of this course was quite slow. Good understanding of what data science is and exposure to ibm professionals was interesting ,4,completer,133,pos,"{'language': 'en', 'score': 0.9999965442541757}",en,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.7076}",0.7076,pos
52,2021-02-27,Well laid out but all theoretical at this point; added little value.,4,completer,68,pos,"{'language': 'en', 'score': 0.9999958405629172}",en,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4957}",0.4957,pos
53,2021-02-27,It's really great for introductory course :),5,completer,44,pos,"{'language': 'en', 'score': 0.9999951109127362}",en,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8122}",0.8122,pos
54,2021-02-27,It's useful to help me to know how professors think about the data science. But it's very basic and it is not my excepted result that I want to learn some realistic skills to help me data analysing.,3,completer,198,neu,"{'language': 'en', 'score': 0.9999964244357369}",en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.8225}",0.8225,pos
55,2021-02-27,it is a good course so I recommend this course to everyone who has an interest in data science,5,completer,94,pos,"{'language': 'en', 'score': 0.9999960442786229}",en,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8268}",0.8268,pos
56,2021-02-27,Great Course! ,5,completer,14,pos,"{'language': 'en', 'score': 0.999995310883325}",en,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,pos
57,2021-02-26,It's great course to start when you have no idea what is data science.,5,dropout,70,pos,"{'language': 'en', 'score': 0.9999960381357607}",en,"{'neg': 0.12, 'neu': 0.656, 'pos': 0.224, 'compound': 0.4404}",0.4404,pos
58,2021-02-26,"super helpful, and easy to follow ",5,completer,34,pos,"{'language': 'en', 'score': 0.9999958962473338}",en,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.8625}",0.8625,pos
59,2021-02-26,Good introductory to data science.,4,completer,34,pos,"{'language': 'en', 'score': 0.9999937402305201}",en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
60,2021-02-26,Good Intro,4,completer,10,pos,"{'language': 'en', 'score': 0.9999952233215619}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
61,2021-02-26,This is the start of my data engineering career. Let's deep dive into data world!,5,completer,81,pos,"{'language': 'en', 'score': 0.9999958593257924}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
62,2021-02-26,Great intro course! It gave me a deeper understanding of what data science is and what data scientist do. I would recommend it to anyone that wants to get into the field and wants a deep understanding of what skills you will develop and how you would contribute to an organization. ,5,completer,282,pos,"{'language': 'en', 'score': 0.9999964547954971}",en,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.784}",0.784,pos
63,2021-02-25,I think is a good introducciÃ³n to all the wonderguls that you can do with the data science. Take this course motivate me to learn more and more aout the data science. I hope take all the IBMÂ´s course about the data science. Qouting to Freddy Mercury and Queen DonÂ´t Stop Me now,4,dropout,280,pos,"{'language': 'en', 'score': 0.9999960470956608}",en,"{'neg': 0.039, 'neu': 0.813, 'pos': 0.148, 'compound': 0.7351}",0.7351,pos
64,2021-02-25,Very clear instructions and informative videos! Providing some basic knowledge about data science and its career path also is a great start in this journey. Thanks!,5,completer,164,pos,"{'language': 'en', 'score': 0.9999957502711392}",en,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8879}",0.8879,pos
65,2021-02-25,Great for learning the basics,5,completer,29,pos,"{'language': 'en', 'score': 0.9999961836725719}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
66,2021-02-24,great course,5,completer,12,pos,"{'language': 'en', 'score': 0.7142838983106852}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
67,2021-02-24,A good start for beginners.,4,completer,27,pos,"{'language': 'no', 'score': 0.8571375853744516}",no,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
68,2021-02-24,Excelente!!!!!!!,5,completer,16,pos,"{'language': 'ro', 'score': 0.9999943329690313}",ro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
69,2021-02-24,Excelent!!!!,5,dropout,12,pos,"{'language': 'ca', 'score': 0.9999936746570784}",ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
70,2021-02-24,A very good introduction to data science for people who never heard about it or know very little about the subject. Recommended.,5,completer,128,pos,"{'language': 'en', 'score': 0.9999949186716316}",en,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6115}",0.6115,pos
71,2021-02-24,"this was a great course, because it illustrates all the concepts that is related to data science like; difference between deep learning and machine learning, what is meant by big data, when the word data science showed up and many many awesome case studies on how we use the data science in our life",5,completer,299,pos,"{'language': 'en', 'score': 0.9999961569944019}",en,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.8934}",0.8934,pos
72,2021-02-24,thank for teaching,5,completer,18,pos,"{'language': 'en', 'score': 0.9999974426175688}",en,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,pos
73,2021-02-24,Love the content which was easy to understand and follow. I learned lots. ,5,completer,74,pos,"{'language': 'en', 'score': 0.9999962519152347}",en,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.7964}",0.7964,pos
74,2021-02-23,Great start point! ,5,completer,19,pos,"{'language': 'en', 'score': 0.999994492790397}",en,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.6588,pos
75,2021-02-23,Very usefull,5,completer,12,pos,"{'language': 'en', 'score': 0.9999990065574762}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
76,2021-02-23,Nice course to understand what is data science and its applications.,5,completer,68,pos,"{'language': 'en', 'score': 0.9999961197777336}",en,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",0.4215,pos
77,2021-02-23,excellent,5,completer,9,pos,"{'language': 'ca', 'score': 0.9999940706108712}",ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
78,2021-02-23,People who like to prepare striking analytical reports ,5,completer,55,pos,"{'language': 'en', 'score': 0.9999968880989716}",en,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,pos
79,2021-02-23,This course provides those who are new with an idea of what data science is.  It gives the new comer a big  picture on what a data scientist does. ,4,completer,147,pos,"{'language': 'en', 'score': 0.9999969460703487}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
80,2021-02-22,"Progression of the course is good, the way course takes you through the subject and infuse information is different and interesting and helps remember  information better. I will definitely be taking the rest of the courses in the Data science series.",5,completer,251,pos,"{'language': 'en', 'score': 0.9999974200392057}",en,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.9153}",0.9153,pos
81,2021-02-22,This is a good introduction for people outside of this industry in understanding what data science is really about.,5,completer,115,pos,"{'language': 'en', 'score': 0.9999953771881404}",en,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,pos
82,2021-02-22,Thi,5,completer,3,pos,"{'language': 'vi', 'score': 0.9999943652582689}",vi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
83,2021-02-22,Good ,5,completer,5,pos,"{'language': 'so', 'score': 0.9999962774030389}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
84,2021-02-22,A good course,4,completer,13,pos,"{'language': 'en', 'score': 0.9999945458852374}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
85,2021-02-22,Data Science is understanding the data & identification ,5,completer,56,pos,"{'language': 'en', 'score': 0.8571407354890714}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
86,2021-02-21,"This course is overall very vague and too long. The whole content should be summarized in 3 pages of text. It is also a bit confusing. For example, it gives two different definitions of big data. There is also a whole paragraph about regression without defining what it actually means.The risk is that this course gives the impression that anybody can become a data scientist, just by imagining some vague concepts and it will all be ok. The course could emphasize that data science is actually a science. It requires a tremendous amount of very detailed work, with some very difficult tasks.This course would benefit from reducing the number of interviews and introducing data science concisely. Or, if the authors wanted to actually keep as much detail as there currently is, every concept should be defined properly.",1,completer,819,neg,"{'language': 'en', 'score': 0.9999987773183832}",en,"{'neg': 0.072, 'neu': 0.868, 'pos': 0.06, 'compound': -0.1972}",-0.1972,neg
87,2021-02-21,This is an easygoing course for the beginner. I explored basic knowledge about what data science is. Thanks for the simple and clear platform and all easygoing video and materials. I will approach next course in this field more!,5,completer,228,pos,"{'language': 'en', 'score': 0.9999975483465047}",en,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8553}",0.8553,pos
88,2021-02-21,"The course was very generic and high level.  I learned a few things, but the information is generally only useful to someone who is coming into the topic of Data Science with zero knowledge.  Rather than having this course as part of the specialization, it would make more sense as a recommended prerequisite for those looking for a general overview of data science.  Quizzes felt like busy-work, testing arbitrary facts from the reading in many cases.",2,completer,452,neg,"{'language': 'en', 'score': 0.9999963020466354}",en,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.8656}",0.8656,pos
89,2021-02-21,The knowledge provided is useful but a bit too basic,4,completer,52,pos,"{'language': 'en', 'score': 0.999997452997571}",en,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",0.2382,pos
90,2021-02-21,Excellent!!!!!,5,completer,14,pos,"{'language': 'ca', 'score': 0.9999944496416577}",ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
91,2021-02-21,I used to think that I've known about data science before learning this course. Basic data science and its trend have a benefit for me before driving through deeper along with this career.,5,completer,188,pos,"{'language': 'en', 'score': 0.9999969399845312}",en,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4588}",0.4588,pos
92,2021-02-21,"the course explain every term as an introductory level, which is suitable for me. I am very new and sometime the concept of data science is a bit tricky to understand.",5,completer,167,pos,"{'language': 'en', 'score': 0.9999968279134472}",en,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
93,2021-02-21,the course captures the basics of data science covered by good videos and real life examples.,5,completer,93,pos,"{'language': 'en', 'score': 0.9999991114738032}",en,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,pos
94,2021-02-20,"Specialization changed in the middle of the course, and now I can't finish it.",1,dropout,78,neg,"{'language': 'en', 'score': 0.9999970025509786}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
95,2021-02-20,The first few baby steps to understand what is data science. Engaging and designed well with just enough details to grasp and no over loading. Most of you can take this course.,5,completer,176,pos,"{'language': 'en', 'score': 0.9999960819769977}",en,"{'neg': 0.062, 'neu': 0.812, 'pos': 0.126, 'compound': 0.3182}",0.3182,pos
96,2021-02-20,It was a good introduction course to data science,5,completer,49,pos,"{'language': 'en', 'score': 0.9999957811843102}",en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
97,2021-02-20,This course made me learn in systematic way. Thanks coursera for presenting the course material in interesting way.,5,completer,115,pos,"{'language': 'en', 'score': 0.9999963130540511}",en,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",0.6808,pos
98,2021-02-20,seprate course is not necessary. you can merge it with other data science courses,1,completer,81,neg,"{'language': 'en', 'score': 0.9999955922685841}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
99,2021-02-20,a simple and good course for 101 Data scientist / Data Science,5,completer,62,pos,"{'language': 'en', 'score': 0.9999956834070305}",en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
100,2021-02-20,"well, nothing to say just learn it, you'll be amazed :)",5,completer,55,pos,"{'language': 'en', 'score': 0.9999971230351351}",en,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.8074}",0.8074,pos
101,2021-02-19,Excellent course. thanks ,5,completer,25,pos,"{'language': 'en', 'score': 0.9999968578869808}",en,"{'neg': 0.0, 'neu': 0.132, 'pos': 0.868, 'compound': 0.765}",0.765,pos
102,2021-02-19,It is a good introduction to Data Science. Short but informative. Sometime I felt like the Quiz questions were very specific to the excerpt and outdated info but overall it was a good course.,4,dropout,191,pos,"{'language': 'en', 'score': 0.9999967862576211}",en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.8422}",0.8422,pos
103,2021-02-19,"Excellent introduction to Data Science. The course is very interesting and well executed, and there were absolutely nothing useless. This course  confirmed that Data Science is absolutely for me. ",5,completer,196,pos,"{'language': 'en', 'score': 0.9999976085264852}",en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.8926}",0.8926,pos
104,2021-02-19,"Really easy to understand the concepts that were being presented, very digestible chunks of information that could be studied on the bus or while walking to work.   ",5,completer,165,pos,"{'language': 'en', 'score': 0.9999968541302967}",en,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4927}",0.4927,pos
105,2021-02-19,Belle dÃ©couverte de la datascience!,5,completer,36,pos,"{'language': 'fr', 'score': 0.99999646456992}",fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
106,2021-02-19,Great insights provided.,5,completer,24,pos,"{'language': 'en', 'score': 0.9999966958202122}",en,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,pos
107,2021-02-18,"It was a good course to know the basics of  data science and concepts related to data science such as regression, data analytics, hadoop, big data",5,completer,146,pos,"{'language': 'en', 'score': 0.9999979104743748}",en,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4404}",0.4404,pos
108,2021-02-18,Great course to explore the world of data science!,5,completer,50,pos,"{'language': 'en', 'score': 0.999994774093042}",en,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.6588}",0.6588,pos
109,2021-02-18,This course is totally theoretical and no hands-on available.Mostly this course cover the personal experience of the data scientist.Three weeks form this course of no use.Please try to give more details. ,2,completer,204,neg,"{'language': 'en', 'score': 0.9999980209718604}",en,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.603}",-0.603,neg
110,2021-02-18,"Excelent course! Great to introduce the student to the career of data scientist, as proposed by the course title itself.",5,completer,120,pos,"{'language': 'en', 'score': 0.9999962383462768}",en,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6588}",0.6588,pos
111,2021-02-18,"Câest un cours trÃ¨s important qui nous permet de mieux comprendre
le monde de la science de donnÃ©es.",5,completer,104,pos,"{'language': 'fr', 'score': 0.9999974248002608}",fr,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}",0.2023,pos
