,date,review,rating,status,length,label,language_scores,language,scores,compound,sentiment
13,2021-03-01,"Great Course, Excellent Delivery",5,completer,32,pos,"{'language': 'en', 'score': 0.9999960309608231}",en,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.8316}",0.8316,pos
14,2021-03-01,Good basic skills,4,completer,17,pos,"{'language': 'en', 'score': 0.5714272601962471}",en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
15,2021-02-27,great job,5,completer,9,pos,"{'language': 'hr', 'score': 0.7142815899970523}",hr,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
16,2021-02-27,"Super insightful course, I was happy to get to learn to use version control systems. I would recommend it for everyone who is willing to get into data science. This course opens new set of possibilities and provides you the foundation needed to further advance  your skills.",5,completer,274,pos,"{'language': 'en', 'score': 0.9999965300157813}",en,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8779}",0.8779,pos
17,2021-02-26,Great course I've learnt a lot and I will keep learning and practicing them,5,completer,75,pos,"{'language': 'en', 'score': 0.9999964466482161}",en,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",0.6249,pos
18,2021-02-26,amazing course,5,completer,14,pos,"{'language': 'en', 'score': 0.7142822688823705}",en,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
19,2021-02-24,Excellent ,5,completer,10,pos,"{'language': 'ca', 'score': 0.9999937361544744}",ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
20,2021-02-23,A useful Course for beginners in Data Science.,5,completer,46,pos,"{'language': 'en', 'score': 0.9999957988124193}",en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
21,2021-02-23,Easy to understand and follow :),5,completer,32,pos,"{'language': 'en', 'score': 0.9999950384130895}",en,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",0.7096,pos
22,2021-02-23,It is helpful to grace my knwoledge and i get better knowledge from these course thank u very much.,4,completer,99,pos,"{'language': 'en', 'score': 0.9999944426038321}",en,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.875}",0.875,pos
23,2021-02-23,It gives a good bases for necessery tools to a future data scientist,5,completer,68,pos,"{'language': 'en', 'score': 0.9999963094542523}",en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
24,2021-02-23,Excellent methods in teaching this course.,5,completer,42,pos,"{'language': 'en', 'score': 0.9999961141568018}",en,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,pos
25,2021-02-23,i am proud i was able to make it finally,5,completer,40,pos,"{'language': 'en', 'score': 0.999996638994253}",en,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",0.4767,pos
26,2021-02-22,It's a great first approach to data science using R and R studio.,5,completer,65,pos,"{'language': 'en', 'score': 0.9999961091584914}",en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,pos
27,2021-02-22,Great Content and Very Easy to work through,5,completer,43,pos,"{'language': 'en', 'score': 0.9999985285489528}",en,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.807}",0.807,pos
28,2021-02-22,"Excellent  and helpful. Great starting course on data science, enough details to have a good understanding.",5,completer,107,pos,"{'language': 'en', 'score': 0.9999950086020991}",en,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.926}",0.926,pos
29,2021-02-22,Not comfortable with text to speed engine. ,3,completer,43,neu,"{'language': 'en', 'score': 0.9999967298660286}",en,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
30,2021-02-22,"Great introduction to Data Science and useful tools. The AI voice took some time to get used to, but overall a good experience.",4,completer,127,pos,"{'language': 'en', 'score': 0.999995653811253}",en,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.81}",0.81,pos
31,2021-02-21,The course is great.  The website is absolutely awful.  I can either never get into the class I am working on or I am enrolled in classes I never signed up for and not enrolled in the class I want.  If I found a good option I would switch.,3,completer,239,neu,"{'language': 'en', 'score': 0.9999964195283987}",en,"{'neg': 0.068, 'neu': 0.761, 'pos': 0.171, 'compound': 0.6133}",0.6133,pos
32,2021-02-20,it is a great course for me.,5,completer,28,pos,"{'language': 'en', 'score': 0.9999964782498025}",en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
33,2021-02-19,"Course was very interesting, first 2 weeks were fantastic, but it will be better if they will give more information about Git Hub and its functions, because in some parts it is hard to get tasks done and some parts of Version Control lesson are not very clear. And i would say that using A.I and make courses is almost brilliant idea, but the voice is sometimes terrible and it gets hard to understand, also usually people getting bored because of monotonic voice",4,completer,463,pos,"{'language': 'en', 'score': 0.9999955319427223}",en,"{'neg': 0.134, 'neu': 0.735, 'pos': 0.132, 'compound': 0.2037}",0.2037,pos
34,2021-02-19,It has very good content.  I loved learning facts about Data Science.  The lab work is quite challenging and made sure it covers all areas.,5,completer,139,pos,"{'language': 'en', 'score': 0.9999946598100141}",en,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.8898}",0.8898,pos
35,2021-02-19,"Great course and content overall. I understand why Amazon Polly was used for the course. However, it is difficult for me to focus on learning from a robot voice. I prefer a course lecture to be done by a real person. Again, just a personal preference, and it didn't take away too much from the learning experience since it's an introductory course. I am excited that the next course in the specialization does not use Polly though.",4,completer,431,pos,"{'language': 'en', 'score': 0.9999971226458546}",en,"{'neg': 0.033, 'neu': 0.86, 'pos': 0.107, 'compound': 0.6908}",0.6908,pos
36,2021-02-18,good,4,completer,4,pos,"{'language': 'so', 'score': 0.9999993569429675}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
37,2021-02-18,The explanation of the course is up to the mark. This course is overall good besides you need to follow other courses of the specialization too. ,4,completer,145,pos,"{'language': 'en', 'score': 0.9999963137561265}",en,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,pos
38,2021-02-17,The Data Scientist's Toolbox is a quick and thorough introduction to the software needed for R programming and configuring it properly for the next class in the certificate.,5,completer,173,pos,"{'language': 'en', 'score': 0.9999967820007437}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
39,2021-02-17,"Very basic, but I guess that is what is what is meant to be. Not sure I really liked the computerized voice over slide aspect. I get the point of how that is more efficient, but it certainly takes something away from the lecture experience. ",5,completer,241,pos,"{'language': 'en', 'score': 0.99999521621918}",en,"{'neg': 0.113, 'neu': 0.745, 'pos': 0.142, 'compound': 0.3555}",0.3555,pos
40,2021-02-17,Really nice course to start with :),5,completer,35,pos,"{'language': 'en', 'score': 0.9999958867633911}",en,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.7264}",0.7264,pos
41,2021-02-16,Very good selection of lectures from experienced people,4,completer,55,pos,"{'language': 'en', 'score': 0.9999960199465795}",en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",0.4927,pos
42,2021-02-16,"The peer review is very subjective. The last question on the grading rubric is about whether or not the work was done by the student who submitted the assignment. One person said yes and another said no, so I only got half a point. I would have had 100% if not for this. I can prove that the work is my own.",4,completer,307,pos,"{'language': 'en', 'score': 0.9999988666105222}",en,"{'neg': 0.036, 'neu': 0.92, 'pos': 0.044, 'compound': 0.128}",0.128,pos
43,2021-02-15,I have learned the useful tools in data science. It's so exciting!,5,completer,66,pos,"{'language': 'en', 'score': 0.999997383375915}",en,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.8078}",0.8078,pos
44,2021-02-15,Better if the professors use their real voice to record.,4,completer,56,pos,"{'language': 'en', 'score': 0.9999983770387466}",en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
45,2021-02-14,It is quite useful course that prepares you to the next lessons in the Data Science courses.,5,completer,92,pos,"{'language': 'en', 'score': 0.999997063009024}",en,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4927}",0.4927,pos
46,2021-02-13,Great course with practical activities to learn more.,5,completer,53,pos,"{'language': 'en', 'score': 0.9999970285616897}",en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
47,2021-02-12,The course provides a nice introduction into Data Science and how to get you started using R programming and Git version control software.,5,completer,138,pos,"{'language': 'en', 'score': 0.9999970671579936}",en,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.4215,pos
48,2021-02-10,I enjoyed the fast pace of each class and the quizzes to understand the concepts further. I would love to continue my journey in R and Data Science now! Thank you!,5,completer,163,pos,"{'language': 'en', 'score': 0.9999972421801684}",en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8906}",0.8906,pos
49,2021-02-10,"I've learned many interesting things concerning github, but the concepts taught in videos were kind of inadequate in some cases. I had to google some things in order to understand exactly the concept. Finally, I am not  pleased with the peer graded assignment because even though I had it all right (Correct), someone gave me low mark resulting in stuck in the final stage. I had to re-submit THE SAME assigment to mark me again, and finally recieve the certificate.",3,completer,466,neu,"{'language': 'en', 'score': 0.9999961668478492}",en,"{'neg': 0.144, 'neu': 0.834, 'pos': 0.022, 'compound': -0.886}",-0.886,neg
50,2021-02-08,"Some of the material could be updated even more, but in general a good intro to a data scientist's tookbox.  ",4,completer,109,pos,"{'language': 'en', 'score': 0.999995849045614}",en,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5927}",0.5927,pos
51,2021-02-08,"It was a good introduction to RStudio and data science, however, the videos seems a bit fast for me to get every task done in par. The reading section after the videos helped me greatly. ",4,completer,187,pos,"{'language': 'en', 'score': 0.9999974675205949}",en,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4404}",0.4404,pos
52,2021-02-08,Good,4,completer,4,pos,"{'language': 'so', 'score': 0.9999969188597695}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
53,2021-02-07,SENSACIONAL,5,completer,11,pos,"{'language': 'de', 'score': 0.9999958124096164}",de,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
54,2021-02-06,"The structure of this course is very reasonable. Especially for a beginner, the content is goodï¼giving me a preliminary understanding of data science.. Very good course.",5,completer,171,pos,"{'language': 'en', 'score': 0.99999491349845}",en,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4927}",0.4927,pos
55,2021-02-06,Great experience,5,completer,16,pos,"{'language': 'ro', 'score': 0.7142808671660892}",ro,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
56,2021-02-05,"It has a lot of potential but it would really benefit from slowing down and explaining steps a little more slowly such as integrating R Studio and Git, and how to use Git and push from R studio to Git. For an online course, there's no need to rush through this content and judging from the comments in the forums, many people have problems with their instructions, or lack of. ",3,completer,377,neu,"{'language': 'en', 'score': 0.9999986158002427}",en,"{'neg': 0.123, 'neu': 0.819, 'pos': 0.059, 'compound': -0.5941}",-0.5941,neg
57,2021-02-04,"Only a few videos were not well-scripted, the rest of the course was adequate.",4,completer,78,pos,"{'language': 'en', 'score': 0.9999970818156915}",en,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",0.2263,pos
58,2021-02-04,good to learn.,5,dropout,14,pos,"{'language': 'en', 'score': 0.9999957303406337}",en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
59,2021-02-03,"Before this data science course, I had no idea about R, RStudio, and Github.I am thrilled I am doing this Course. ",5,completer,114,pos,"{'language': 'en', 'score': 0.999996657234129}",en,"{'neg': 0.1, 'neu': 0.769, 'pos': 0.131, 'compound': 0.1779}",0.1779,pos
60,2021-02-03,Interesting course to this wonderful specialization course!,5,completer,59,pos,"{'language': 'en', 'score': 0.9999978473056427}",en,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.8109}",0.8109,pos
61,2021-02-03,I thought that the course was too simple and basic. I think that it all could have been condensed into 2 weeks.,4,completer,111,pos,"{'language': 'en', 'score': 0.9999954004965061}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
62,2021-02-02,Best teacher,4,completer,12,pos,"{'language': 'de', 'score': 0.8571384350869511}",de,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
63,2021-02-01,Nice,5,completer,4,pos,"{'language': 'ro', 'score': 0.9999942809981285}",ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
64,2021-02-01,Show !!!!!,5,completer,10,pos,"{'language': 'so', 'score': 0.9999932009749567}",so,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
65,2021-02-01,Computer voice was a little to quick to move on in some portions of the course.  Particularly when trying to type code in R Studio or Git Hub.,4,completer,142,pos,"{'language': 'en', 'score': 0.9999961291810312}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
66,2021-02-01,"Nice, basic introduction to setting up RStudio and Github. I think the idea of using automated lectures is okay EXCEPT that there is no control of pacing. The automated speaker talks far too quickly when explaining steps that we need to follow on our computer. I found myself constantly pausing, rewinding, and replaying. ",4,completer,322,pos,"{'language': 'en', 'score': 0.9999981104844695}",en,"{'neg': 0.04, 'neu': 0.874, 'pos': 0.086, 'compound': 0.3612}",0.3612,pos
67,2021-01-31,Please un-enroll me. Thank you,5,dropout,30,pos,"{'language': 'en', 'score': 0.9999949461186719}",en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,pos
68,2021-01-30,Nice one,5,completer,8,pos,"{'language': 'en', 'score': 0.9999963903036424}",en,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
69,2021-01-28,Great platform to get started with the toolbox required for further courses in line.,4,completer,84,pos,"{'language': 'en', 'score': 0.9999988497510518}",en,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",0.6249,pos
70,2021-01-27,Good course,5,completer,11,pos,"{'language': 'en', 'score': 0.9999972152869189}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
71,2021-01-27,"Good for installing the material required for the rest of the course, and good in general as an introduction to data science and big data.",5,completer,138,pos,"{'language': 'en', 'score': 0.9999974644359483}",en,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",0.7003,pos
72,2021-01-27,it's great experience to learn here,4,completer,35,pos,"{'language': 'en', 'score': 0.9999965314075498}",en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
73,2021-01-27,"I did not like this course for many reasons, the primary one being the automated videos. By switching to this type of video, the course misses the mark on the whole point of taking courses versus reading a book -- one of the big parts of learning is the interaction/relationship you form with the instructor and their experiences and expertise. These types of videos feel very cold and detached and are psychologically not effective or engaging. Additionally, there are many mistakes in the section quizzes, and it didn't really feel like the things taught in this course were worthy of an entire course -- they resembled more of a brief intro to the subject and a bunch of reference appendices.",1,completer,695,neg,"{'language': 'en', 'score': 0.9999982231527218}",en,"{'neg': 0.119, 'neu': 0.858, 'pos': 0.023, 'compound': -0.8432}",-0.8432,neg
74,2021-01-27,good bt less content,5,completer,20,pos,"{'language': 'en', 'score': 0.5714286063659266}",en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
75,2021-01-26,"Some of the exercises were challenging to follow; however, I was able to complete after troubleshooting and researching. ",4,completer,121,pos,"{'language': 'en', 'score': 0.9999982390049396}",en,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.3182}",0.3182,pos
76,2021-01-26,"Nice course, but I feel like I'm taking programming classes from siri",4,completer,69,pos,"{'language': 'en', 'score': 0.9999955763622479}",en,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.631}",0.631,pos
77,2021-01-26,Good course!,5,completer,12,pos,"{'language': 'en', 'score': 0.9999974006194555}",en,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}",0.4926,pos
78,2021-01-25,This is good program to start getting knowledge in Data science.,4,completer,64,pos,"{'language': 'en', 'score': 0.9999987260776482}",en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
79,2021-01-25,Very useful and comprehensive course. Worth to inscrit,5,completer,54,pos,"{'language': 'en', 'score': 0.9999965470695884}",en,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.7474}",0.7474,pos
80,2021-01-24,"Good stuff, though there are some changes I had to figure out  as Github and other things with my Mac have slightly changed. (Though being a data scientist is about figuring things out)",4,completer,185,pos,"{'language': 'en', 'score': 0.9999970567133114}",en,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4404}",0.4404,pos
81,2021-01-24,Great course to get you started and familiarize yourself with github.,5,completer,69,pos,"{'language': 'en', 'score': 0.999998705663292}",en,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.6249,pos
82,2021-01-24,great!!!,5,completer,8,pos,"{'language': 'ro', 'score': 0.9999932338891926}",ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7163}",0.7163,pos
83,2021-01-23,"This course was exactly what I was looking for as a first step to learning R, It gives you an overview of data science and then installing R, Rstudio and R packages. It introduces version control and again takes you through using this in a step by step manner. If you are not familiar with R and want an introduction I would recommend this course. The assignments are based on the work already done and as such act to reinforce the week's learning. The time per week is about 4 hours. My experience is that I always spend at least a couple of hours longer so it was ideal as I am fitting it around a full-time job.",5,completer,614,pos,"{'language': 'en', 'score': 0.9999982476002943}",en,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.7553}",0.7553,pos
84,2021-01-23,"

excellent the course and very understandable  ",5,completer,48,pos,"{'language': 'en', 'score': 0.999997342606758}",en,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,pos
85,2021-01-22,A simple introduction to R and data science. You have given me the appetite to know more and learn more.,4,completer,104,pos,"{'language': 'en', 'score': 0.9999970090066425}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
86,2021-01-22,"The course lacks the human part, since it is only a robotic voice, with no emotion and excitement.But apart from that the course content was good and easy to follow for the most part.",4,completer,183,pos,"{'language': 'en', 'score': 0.9999968148395126}",en,"{'neg': 0.058, 'neu': 0.789, 'pos': 0.153, 'compound': 0.5574}",0.5574,pos
87,2021-01-21,"Nice one, to get all basic tools required for data science in place and understand the basics of these tools.",5,dropout,109,pos,"{'language': 'en', 'score': 0.9999969160860052}",en,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,pos
88,2021-01-21,"It's a good course but there are some things that can be improved. Sometimes the quizzes asked things not mentioned in the lecture. This is confusing for some of the students. I get it, we are supposed to try things out in Rstudio ourselves. Nevertheless i still think that the right course of action is to make the course material more detailed and thorough. Just give us all the explanation, don't leave some things hanging.",4,completer,426,pos,"{'language': 'en', 'score': 0.9999983466246589}",en,"{'neg': 0.03, 'neu': 0.875, 'pos': 0.094, 'compound': 0.6088}",0.6088,pos
89,2021-01-20,"I found this course very interesting, not only as a very understandable introduction to data science, but for the powerful tools that it gave me.",5,completer,145,pos,"{'language': 'en', 'score': 0.9999982634461865}",en,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6904}",0.6904,pos
90,2021-01-19,Very helpful. Learning to use Git and R is a huge step for me.,5,completer,62,pos,"{'language': 'en', 'score': 0.9999976317791659}",en,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.659}",0.659,pos
91,2021-01-17,Thank you Coursera and all the instcturor of this course. Its my pleasure to complete this course from wordl top University.,5,completer,124,pos,"{'language': 'en', 'score': 0.9999961160413047}",en,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.7906}",0.7906,pos
92,2021-01-16,"Good introductory course to R, RStudio and GitHub.",5,completer,50,pos,"{'language': 'en', 'score': 0.9999960001227044}",en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
93,2021-01-16,"That's great class. The way it explained is very clear. However the class is a bit basic for me. I was expected to learn syntax of R ect., but still a goo one!",4,completer,159,pos,"{'language': 'en', 'score': 0.9999974038241731}",en,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5843}",0.5843,pos
94,2021-01-15,A good intro to the tools used in data science.,5,dropout,47,pos,"{'language': 'en', 'score': 0.9999960090868378}",en,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,pos
95,2021-01-15,nice,5,completer,4,pos,"{'language': 'pl', 'score': 0.9999942218723457}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
96,2021-01-15,I enjoyed this course. It was effective and material was good.,5,completer,62,pos,"{'language': 'en', 'score': 0.9999968302856713}",en,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.8519}",0.8519,pos
97,2021-01-15,Interesting & challenging,5,completer,25,pos,"{'language': 'en', 'score': 0.8571409902297168}",en,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,pos
98,2021-01-15,"Robot voiceover bugs sometimes, making lessons difficult to follow.",4,completer,67,pos,"{'language': 'en', 'score': 0.9999970703423499}",en,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neg
99,2021-01-14,Great Course,5,completer,12,pos,"{'language': 'en', 'score': 0.9999960366067708}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
100,2021-01-14,"  The course is clear and objective. If you want to start in data science and don't know anything, this course is for you.  ",5,completer,124,pos,"{'language': 'en', 'score': 0.9999963609858622}",en,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}",0.4404,pos
101,2021-01-14,Thank you! :),5,completer,13,pos,"{'language': 'so', 'score': 0.7142852677126705}",so,"{'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.6996}",0.6996,pos
102,2021-01-14,Pretty good course!,5,completer,19,pos,"{'language': 'en', 'score': 0.9999945179424873}",en,"{'neg': 0.0, 'neu': 0.135, 'pos': 0.865, 'compound': 0.75}",0.75,pos
103,2021-01-13,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999987116255068}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
104,2021-01-12,Very Valuable course for those who are looking for a start career path with Data Science. Follow this course without any doubt.,5,completer,127,pos,"{'language': 'en', 'score': 0.9999966291482605}",en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.6708}",0.6708,pos
105,2021-01-12,"I like the content. Maybe, I think that data science is only python and R, but the most important is the initial question of project.",5,completer,133,pos,"{'language': 'en', 'score': 0.9999975780342389}",en,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5251}",0.5251,pos
106,2021-01-11,Easy,3,completer,4,neu,"{'language': 'tl', 'score': 0.8571402570068074}",tl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
