,date,review,rating,status,length,label,language_scores,language,scores,compound,sentiment
14,2021-03-11,"This was my first online class, and I truly enjoyed it. It is very engaging I managed to finish it it just 2 day.Thank you very much Coursera and Dr. Chuck.",5,completer,156,pos,"{'language': 'en', 'score': 0.9999962700507427}",en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.8357}",0.8357,pos
15,2021-03-11,This programming language is of the higher value to us learners,5,completer,63,pos,"{'language': 'en', 'score': 0.9999979308042287}",en,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,pos
16,2021-03-10,Excellent Teaching!!........:),5,completer,30,pos,"{'language': 'en', 'score': 0.9999944994805108}",en,"{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.6467}",0.6467,pos
17,2021-03-10,Good stuff,5,completer,10,pos,"{'language': 'cy', 'score': 0.5714274731881348}",cy,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
18,2021-03-10,"This was my first  time in Coursera , I know  a little basics of python but my all concepts get cleared from this course and I am very excited to learn more about python and learn more from the excellent instructor Dr chuck it was very fun learning with him. Thank you Coursera ",5,completer,278,pos,"{'language': 'en', 'score': 0.9999973436512678}",en,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9624}",0.9624,pos
19,2021-03-10,Good ,5,completer,5,pos,"{'language': 'so', 'score': 0.9999981630608227}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
20,2021-03-10,Es war sehr hilfrich,5,completer,20,pos,"{'language': 'de', 'score': 0.8571407125436746}",de,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg
21,2021-03-10,it is very helpful to me,5,completer,24,pos,"{'language': 'en', 'score': 0.9999953244374926}",en,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",0.4754,pos
22,2021-03-10,Good start for beginners!!! Thanks to Coursera and University of Michigan!!!!,4,completer,77,pos,"{'language': 'en', 'score': 0.9999947602486169}",en,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.7887}",0.7887,pos
23,2021-03-10,nice,4,completer,4,pos,"{'language': 'pl', 'score': 0.9999933317182097}",pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
24,2021-03-10,It helped to understand the concept from very basic it was fun.,5,completer,63,pos,"{'language': 'en', 'score': 0.9999991225583054}",en,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.5106,pos
25,2021-03-10,good introduction course to Python. This course gives good thinking fundamental about how python work and gives a good example and problem solving,5,completer,146,pos,"{'language': 'en', 'score': 0.9999977489037668}",en,"{'neg': 0.088, 'neu': 0.552, 'pos': 0.36, 'compound': 0.8126}",0.8126,pos
26,2021-03-10,Great Course!,5,completer,13,pos,"{'language': 'en', 'score': 0.9999981618711062}",en,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,pos
27,2021-03-10,"I think this class was awesome and, despite it's an online course, I learned o lot and I got fun at the same time. I really liked it.",5,completer,133,pos,"{'language': 'en', 'score': 0.9999988895742409}",en,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8883}",0.8883,pos
28,2021-03-10,Great introductory course to Python. Instructor was really engaging learner's to think.,5,completer,87,pos,"{'language': 'en', 'score': 0.9999959744039046}",en,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7778}",0.7778,pos
29,2021-03-10,Highly recommended introductory course.,5,completer,39,pos,"{'language': 'en', 'score': 0.9999970842914854}",en,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.2716}",0.2716,pos
30,2021-03-10,Great Course.,5,completer,13,pos,"{'language': 'en', 'score': 0.9999947049769995}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
31,2021-03-10,"excellent very good course, the teacher explains very well ",5,completer,59,pos,"{'language': 'en', 'score': 0.9999964870992618}",en,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.8514}",0.8514,pos
32,2021-03-10,Course material is excellent and Instructor has made things and concepts simpler.,5,completer,81,pos,"{'language': 'en', 'score': 0.9999974587528959}",en,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,pos
33,2021-03-10,"Easy to understand. Just the right amount of challenge. I really learned a lot. Although videos were a bit long, which made it a bit boring so I 2x speed'd through it XD.",5,completer,170,pos,"{'language': 'en', 'score': 0.9999948569837062}",en,"{'neg': 0.066, 'neu': 0.685, 'pos': 0.249, 'compound': 0.7531}",0.7531,pos
34,2021-03-10,Great beggining,5,completer,15,pos,"{'language': 'af', 'score': 0.5714259412341638}",af,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
35,2021-03-10,"A well-presented course on the basics of Python and programming, interspersed with interviews with some of the people who drove the development and use of Python. The office hours videos were also fun, because it showed others also taking the same course.",5,completer,255,pos,"{'language': 'en', 'score': 0.999996807069485}",en,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.5106}",0.5106,pos
36,2021-03-09,I am grateful to Prof. Charles Russell Severance. He starts from grassroot of programming and covers each topic with so simple manner it's is really easy to follow and understand every topic . I had very little amount of understanding about try and except. It just got cleared. Thanks to Coursera and Prof. Charles. Such a grate learning session it was. I enjoyed it throughout. Thanks.,5,completer,386,pos,"{'language': 'en', 'score': 0.9999992105411826}",en,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.9402}",0.9402,pos
37,2021-03-09,Amazing! A great start off with Python. Can't wait to continue more courses with Professor Severance,5,completer,100,pos,"{'language': 'en', 'score': 0.9999967228839295}",en,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8478}",0.8478,pos
38,2021-03-09,It's Great!!!I love it!!!,5,completer,25,pos,"{'language': 'en', 'score': 0.9999970275098718}",en,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.7482}",0.7482,pos
39,2021-03-09,love it,5,completer,7,pos,"{'language': 'sl', 'score': 0.9999973750238298}",sl,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
40,2021-03-09,"Awesome course , I will be happy if the course is somehow available in pdfs. I want to thank Coursera a million times for allowing students like us to study this high standards courses who do not have any way to study like this in their places.THANK YOU.",5,completer,254,pos,"{'language': 'en', 'score': 0.9999953068834031}",en,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.9393}",0.9393,pos
41,2021-03-09,its really good . thank you ,5,completer,28,pos,"{'language': 'en', 'score': 0.9999954995457234}",en,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.7159}",0.7159,pos
42,2021-03-09,"
Exceptional

",5,completer,14,pos,"{'language': 'ro', 'score': 0.8571388603348435}",ro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
43,2021-03-09,Chuck Sir is very inspiring and energetic. We will get interest in doing this course.   ,5,completer,88,pos,"{'language': 'en', 'score': 0.9999949736359834}",en,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8503}",0.8503,pos
44,2021-03-09,Python is a basic language programming that everyone should learn it and utilise it in the useful way.,5,completer,102,pos,"{'language': 'en', 'score': 0.9999964124008096}",en,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,pos
45,2021-03-09,Literally enjoyed every single video and learnt so much!! Thank you Dr. Chuks!!ð,5,completer,83,pos,"{'language': 'en', 'score': 0.9999957356827059}",en,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.8045}",0.8045,pos
46,2021-03-09,Good course for students who want to start coding using python,5,completer,62,pos,"{'language': 'en', 'score': 0.9999967630516755}",en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4939}",0.4939,pos
47,2021-03-09,I learnt a lot,5,completer,14,pos,"{'language': 'ca', 'score': 0.5714273494634975}",ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
48,2021-03-08,One of  the best course from coursera ..!!  I have got to learn many skills in this course ... Thank you so much Dr.chuck sir . its a great experience for me ..Iam deeply thankful that you are my teacher!!,5,completer,205,pos,"{'language': 'en', 'score': 0.9999977410703874}",en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9514}",0.9514,pos
49,2021-03-08,One of the best courses with a great instructor who explains every concept in a very simple and beautiful way ,5,completer,110,pos,"{'language': 'en', 'score': 0.9999962771844396}",en,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.9255}",0.9255,pos
50,2021-03-08,ì ì©í ê°ìììµëë¤.,5,completer,29,pos,"{'language': 'vi', 'score': 0.8571427190061609}",vi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
51,2021-03-08,Really good course for beginner!,5,completer,32,pos,"{'language': 'en', 'score': 0.9999954006830826}",en,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.54}",0.54,pos
52,2021-03-08,Fantastic,5,completer,9,pos,"{'language': 'it', 'score': 0.9999931620185065}",it,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,pos
53,2021-03-08,That's great to learn sir.,4,completer,26,pos,"{'language': 'en', 'score': 0.9999954251027776}",en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
54,2021-03-08,Good Jobs by the tutors on putting together this great material (Getting started with Python),5,completer,93,pos,"{'language': 'en', 'score': 0.9999973520783159}",en,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.8305}",0.8305,pos
55,2021-03-08,This course is really helpful for the students who are taking some first step learning Python Programming. It consists of all the basic things you need to know about this programming language ! Go ahead and enroll this course. It won't waste your time.,5,completer,252,pos,"{'language': 'en', 'score': 0.9999954967718614}",en,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.6924}",0.6924,pos
56,2021-03-08,"As a first timer with code and programming, this was a very fun and thorough introduction. I'm not looking to be a CS major, but I would like to build my skills with Python for my own projects. I feel a lot more confident about venturing into Python and other coding tutorials now. I think it's also important to praise the course structure and design. This was one of the easiest to follow online courses I've ever taken. Very logical flow and easy to find resources. Thanks for making this so accessible to students of all different types.",5,completer,541,pos,"{'language': 'en', 'score': 0.9999969248867515}",en,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9831}",0.9831,pos
57,2021-03-08,Not satisfied with the course content.It was so basic,1,completer,53,neg,"{'language': 'en', 'score': 0.9999973115322431}",en,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.3252}",-0.3252,neg
58,2021-03-08,Great course for beginners,4,completer,26,pos,"{'language': 'en', 'score': 0.9999990021572996}",en,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
59,2021-03-08,"Honestly, I learned a lot. Dr. Charles Severance is a great teacher that made my first Python course fun and engaging.",5,completer,118,pos,"{'language': 'en', 'score': 0.9999964292661383}",en,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.9153}",0.9153,pos
60,2021-03-08,Anyone with no programming experience at all can take this course and trust me you'll understand it perfectly,5,completer,109,pos,"{'language': 'en', 'score': 0.9999965978574519}",en,"{'neg': 0.089, 'neu': 0.607, 'pos': 0.304, 'compound': 0.743}",0.743,pos
61,2021-03-08,"great experience, best part is they give you 7 weeks to complete the certification and each week have assignments",5,completer,113,pos,"{'language': 'en', 'score': 0.9999968753457242}",en,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8519}",0.8519,pos
62,2021-03-08,Excellent introduction with great instructor,4,completer,44,pos,"{'language': 'en', 'score': 0.9999963415063822}",en,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8316}",0.8316,pos
63,2021-03-08,Great Course!Dr.Chuck has a unique method of teaching which brings learning to a whole new level.,5,completer,97,pos,"{'language': 'en', 'score': 0.9999961677023734}",en,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.6588}",0.6588,pos
64,2021-03-08,It's a great course for a begginer programer,5,completer,44,pos,"{'language': 'en', 'score': 0.999997299956005}",en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
65,2021-03-08,Awesome,5,completer,7,pos,"{'language': 'af', 'score': 0.9999950273614555}",af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,pos
66,2021-03-08,It was a very informative course,5,completer,32,pos,"{'language': 'en', 'score': 0.9999982070269026}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
67,2021-03-08,nice course,4,completer,11,pos,"{'language': 'fr', 'score': 0.9999949972954871}",fr,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
68,2021-03-08,"Dr Charles Severance has a unique gift of creating interest in topics he teaches. Have I become an expert after this course? No. But I now have gained basic coding skills the confidence that I can work on python. Moreover, this course has established my interest in this field and I'd surely pursue it to diversify my skillset into Data Science field as well",5,completer,358,pos,"{'language': 'en', 'score': 0.9999981393972277}",en,"{'neg': 0.029, 'neu': 0.678, 'pos': 0.293, 'compound': 0.9571}",0.9571,pos
69,2021-03-08,The explanation is very good.And all basic of python covered in this course .,5,completer,77,pos,"{'language': 'en', 'score': 0.9999965770485575}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
70,2021-03-08,I knew nothing about Python before taking this class. Now I feel like I can code anything!! And the instructor wasn't just reading notes off a paper. He was genuine and engaging and made it feel like an in person class. (And I love that he referenced Harry Potter!),5,completer,265,pos,"{'language': 'en', 'score': 0.9999950113390118}",en,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9095}",0.9095,pos
71,2021-03-08,Thanks Coursera for amazing course learned lot of things from course.,4,completer,69,pos,"{'language': 'en', 'score': 0.9999983567329798}",en,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.7717}",0.7717,pos
72,2021-03-07,This is my first time learning from a foreign Professor. It was a great experience for me. And this course was very understandable. The way Professor Charles Severance explaining things is very interesting. As a beginner I have learnt so many things about python from this course.,5,completer,280,pos,"{'language': 'en', 'score': 0.9999948229885891}",en,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.796}",0.796,pos
73,2021-03-07,Overall a good course to begin your python journey. It's in no way an end all course but will give you enough knowledge to wet your beak.,5,completer,137,pos,"{'language': 'en', 'score': 0.9999961295426151}",en,"{'neg': 0.058, 'neu': 0.871, 'pos': 0.071, 'compound': 0.09}",0.09,pos
74,2021-03-07,Python for everybody is a very helpful and intriguing course and has help me built my profile. Sir Charles makes the course more interesting. Thank you,5,completer,151,pos,"{'language': 'en', 'score': 0.9999974168661832}",en,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.8901}",0.8901,pos
75,2021-03-07,This course has improved my programming skills. thank you,4,completer,57,pos,"{'language': 'en', 'score': 0.9999984179882669}",en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}",0.6808,pos
76,2021-03-07,"This course helps me learn programming better,and give me a basic picture of Python. I really love prof Charles!He is very kind and humour.All the examples in this course are very useful and concise.

I hope I can pass all these series of courses .",5,completer,248,pos,"{'language': 'en', 'score': 0.9999972741212678}",en,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9529}",0.9529,pos
77,2021-03-07,amazing course ! i really enjoyed this experience,5,completer,49,pos,"{'language': 'en', 'score': 0.9999953641585845}",en,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8264}",0.8264,pos
78,2021-03-07,By adding some more exercises and content would be useful for me. Explanation was excellent by dr.chuck   ,4,completer,106,pos,"{'language': 'en', 'score': 0.9999965959020792}",en,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.765}",0.765,pos
79,2021-03-07,Great course for the beginners. Dr. Chuck's teaching style is very engaging & understandable. Examples & practices assignments help build deeper understanding. Bonus lectures & interviews  especially of Python founders are like cherry on cake.,5,completer,243,pos,"{'language': 'en', 'score': 0.9999969172952943}",en,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9381}",0.9381,pos
80,2021-03-07,It was very easy to understand the python concepts,5,completer,50,pos,"{'language': 'en', 'score': 0.9999969585117866}",en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
81,2021-03-07,Great to get a solid beginning into programming python,4,completer,54,pos,"{'language': 'en', 'score': 0.9999978591178617}",en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.6908}",0.6908,pos
82,2021-03-07,Just amazing experience and materials,5,completer,37,pos,"{'language': 'en', 'score': 0.9999946992173095}",en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,pos
83,2021-03-07,really a helpful for me to clear my concept in programming,5,completer,58,pos,"{'language': 'en', 'score': 0.9999967828700946}",en,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6901}",0.6901,pos
84,2021-03-06,Amazing!! Doc. Chuck is a Rockstar!!,5,completer,36,pos,"{'language': 'en', 'score': 0.9999956243876951}",en,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7156}",0.7156,pos
85,2021-03-06,Entertaining and full of knowledge.,5,completer,35,pos,"{'language': 'en', 'score': 0.9999959216280648}",en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
86,2021-03-06,good,5,completer,4,pos,"{'language': 'so', 'score': 0.9999979109787203}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
87,2021-03-06,i've learned a lot form this course. thank yo coursera for givin this course for free,5,completer,85,pos,"{'language': 'en', 'score': 0.9999977234239711}",en,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7003}",0.7003,pos
88,2021-03-06,this is very informative and helpful for the beginners.,4,completer,55,pos,"{'language': 'en', 'score': 0.9999972713620428}",en,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.4703}",0.4703,pos
89,2021-03-06,Nice,5,completer,4,pos,"{'language': 'ro', 'score': 0.9999960399484277}",ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
90,2021-03-06,very useful,5,completer,11,pos,"{'language': 'en', 'score': 0.9999989572009889}",en,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
91,2021-03-06,It's helping me,5,completer,15,pos,"{'language': 'en', 'score': 0.9999960832039998}",en,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",0.296,pos
92,2021-03-06,good,4,completer,4,pos,"{'language': 'so', 'score': 0.9999976704549913}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
93,2021-03-06,"This has been the most elaborate and easy to learn online course I've ever undertaken and all credit goes to Charles Severance Ph.D. and his team for putting together such great content. Last but not least, thanks to the Coursera team and platform for the wonderful initiative.",5,completer,277,pos,"{'language': 'en', 'score': 0.9999952227043926}",en,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.9192}",0.9192,pos
94,2021-03-06,very useful for beginners,4,completer,25,pos,"{'language': 'no', 'score': 0.9999939081847687}",no,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
95,2021-03-06,"Very good course for programming rookies, very catchy and not boring at all! Good Job Prof. Chuck",5,completer,97,pos,"{'language': 'en', 'score': 0.9999969909634158}",en,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.8099}",0.8099,pos
96,2021-03-06,"Fantastic course, explanation in the most lucid way as possible.",5,completer,64,pos,"{'language': 'en', 'score': 0.9999976178853103}",en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}",0.5574,pos
97,2021-03-06,The course explains all the syntaxes of python programming and some examples.overall its good but need some more complex problems to be said by professor.Finally thank you charles severance sir,5,completer,193,pos,"{'language': 'en', 'score': 0.9999966993777432}",en,"{'neg': 0.11, 'neu': 0.747, 'pos': 0.144, 'compound': 0.0599}",0.0599,pos
98,2021-03-06,The best,5,completer,8,pos,"{'language': 'en', 'score': 0.9999968606539478}",en,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
99,2021-03-06,"I hadn't programmed in a long while and wanted to get back to my favorite programming language, though I had already been taught a lot of this stuff I definitely can say this is one of the most well taught programming classes I've taken, very clear examples, trying to make examples with everyday life and explained in a very easy way. If you are trying to learn to code I could not recommend this enough, it's great!",5,completer,417,pos,"{'language': 'en', 'score': 0.9999963887568412}",en,"{'neg': 0.025, 'neu': 0.753, 'pos': 0.222, 'compound': 0.9474}",0.9474,pos
100,2021-03-05,"Bestest course, dr chuck is Rock",5,completer,32,pos,"{'language': 'fr', 'score': 0.7142832504270508}",fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
101,2021-03-05,The structure of the class is very ingenious. This has made it easier for me to keep track of my learning progress. Professor taught the issues very clearly and easily. The quizs and assignments are very clear and helpful in helping me to systematize the knowledge I have learned.Thanks again to Coursera and the University of Michigan for such a good course.,5,completer,359,pos,"{'language': 'en', 'score': 0.9999978338600788}",en,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9653}",0.9653,pos
102,2021-03-05,"This course is good for beginners who want to learn python in an interactive way. The initial weeks are just to get familiar and installation but exercise in week 5,6,7 will really help to get initial confidence.",5,completer,212,pos,"{'language': 'en', 'score': 0.999996915861301}",en,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8895}",0.8895,pos
103,2021-03-05,Great class,5,completer,11,pos,"{'language': 'en', 'score': 0.9999957826327448}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
104,2021-03-05,Professor Charles is knowledgeable and good!,5,completer,44,pos,"{'language': 'en', 'score': 0.9999975095113419}",en,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4926}",0.4926,pos
105,2021-03-05,More assignment is required. Very basic level course. ,2,completer,54,neg,"{'language': 'en', 'score': 0.9999967698684701}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
106,2021-03-05,This course had thought me all the basics of python .I had undergone a great experience with the way you taught.,5,completer,112,pos,"{'language': 'en', 'score': 0.9999964260948937}",en,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}",0.6249,pos
107,2021-03-05,it was a really good experience,5,completer,31,pos,"{'language': 'en', 'score': 0.9999959063038724}",en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
108,2021-03-05,Very informative course.,5,completer,24,pos,"{'language': 'en', 'score': 0.9999944377861134}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
