,date,review,rating,status,length,label,compound,sentiment,preprocessed,topic_id,topic_score
10,2021-03-09,The class goes too fast. Week 5 was particularly challenging. I had to do this class several times to grasp the basic concepts,3,completer,126,neu,0.2247,pos,"['class', 'go', 'fast', 'week', '5', 'particularly', 'challenging', 'class', 'several', 'time', 'grasp', 'basic', 'concept']",1.0,0.9061251878738403
11,2021-03-08,ITS REALLY AWESOME TO LEARN IN THIS PLATFORM.,5,completer,45,pos,0.659,pos,"['awesome', 'learn', 'platform']",0.0,0.8433593511581421
12,2021-03-08,perfect.Thanks you very much ,5,completer,29,pos,0.0,neu,"['perfectthanks', 'much']",1.0,0.7722861170768738
13,2021-03-08,too many quiz !!!!,1,completer,18,neg,0.0,neu,"['many', 'quiz']",2.0,0.7875450253486633
14,2021-03-07,This is a good course but I expected more from this course.,3,completer,59,neu,0.2382,pos,"['course', 'expect', 'course']",0.0,0.8259350061416626
15,2021-03-07,"Great syllabus, i acquired so many new skills",5,completer,45,pos,0.6249,pos,"['syllabus', 'acquire', 'many', 'new', 'skill']",0.0,0.8563026189804077
16,2021-03-07,"Very poor quality. The videos are basically a sequence of slides with a lot of text information and simultaneous audio. Instead helping these two streams of information are actually competing attention from the student. The Labs are a joke. Typos, non functional code on the examples. Suddenly, exercises on the quiz go from extremely easy and nothing challenging to exercises with content not covered. In other words, if I really want to learn python I have to consult material, videos and good quality classes NOT provided on this course content and from other source, most of them FOR FREE. I wonder what the person who designed this course has in mind. I don't really expect someone will care about this feedback. I know it wont make any difference since you guys are making shit loads of money. At least EDC has balls to provide textbooks and a decent course structures with useful material. Shame I already spent my hardworking money on you and now I have to stay till the end.",1,completer,983,neg,0.8652,pos,"['poor', 'quality', 'video', 'basically', 'sequence', 'slide', 'lot', 'text', 'information', 'simultaneous', 'audio', 'instead', 'help', 'two', 'streams', 'information', 'actually', 'compete', 'attention', 'student', 'labs', 'joke', 'typo', 'non', 'functional', 'code', 'examples', 'suddenly', 'exercise', 'quiz', 'go', 'extremely', 'easy', 'nothing', 'challenge', 'exercise', 'content', 'cover', 'word', 'want', 'learn', 'python', 'consult', 'material', 'video', 'quality', 'class', 'provide', 'course', 'content', 'source', 'free', 'wonder', 'person', 'design', 'course', 'mind', 'dont', 'expect', 'someone', 'care', 'feedback', 'know', 'wont', 'make', 'difference', 'since', 'guy', 'make', 'shit', 'load', 'money', 'least', 'edc', 'ball', 'provide', 'textbooks', 'decent', 'course', 'structure', 'useful', 'material', 'shame', 'already', 'spend', 'hardworking', 'money', 'stay', 'till', 'end']",2.0,0.52921462059021
17,2021-03-07,Very well planned the course. Animation is excellent.,5,completer,53,pos,0.7264,pos,"['well', 'plan', 'course', 'animation', 'excellent']",0.0,0.863075852394104
18,2021-03-06,It is a very valuable course that I have learned for the Python skillset. It contains some advanced methods. It helps me to build more confidence in using Python and understand the concept in general.,5,completer,200,pos,0.8906,pos,"['valuable', 'course', 'learn', 'python', 'skillset', 'contains', 'advance', 'method', 'help', 'build', 'confidence', 'use', 'python', 'understand', 'concept', 'general']",0.0,0.9622417688369751
19,2021-03-06,Expected to be more in depth and give some indepth handson context of AI and development.,3,completer,89,neu,0.0,neu,"['expect', 'depth', 'give', 'indepth', 'handson', 'context', 'ai', 'development']",0.0,0.9288260340690613
20,2021-03-06,Provide foundation knowledge for Python and chance to try using Python,5,completer,70,pos,0.25,pos,"['provide', 'foundation', 'knowledge', 'python', 'chance', 'try', 'use', 'python']",0.0,0.9251631498336792
21,2021-03-06,Great training giving excellent introduction to Python and API!,5,completer,63,pos,0.8883,pos,"['train', 'give', 'excellent', 'introduction', 'python', 'api']",0.0,0.9095256924629211
22,2021-03-05,good course for data science students,4,completer,37,pos,0.4404,pos,"['course', 'data', 'science', 'student']",0.0,0.8574438691139221
23,2021-03-05,one of my favourite courses so far! logical structure and well explained video plus additional hands-on-labs to practice !,5,completer,122,pos,0.3987,pos,"['one', 'favourite', 'course', 'far', 'logical', 'structure', 'well', 'explain', 'video', 'plus', 'additional', 'handsonlabs', 'practice']",2.0,0.6492793560028076
24,2021-03-05,"Quiz questions sometimes pop-up before the subject material is presented. Some sections, especially the last week of sections, feel rushed.",3,completer,139,neu,0.0,neu,"['quiz', 'question', 'sometimes', 'popup', 'subject', 'material', 'present', 'section', 'especially', 'last', 'week', 'section', 'feel', 'rush']",1.0,0.9561993479728699
25,2021-03-04,"Let's be honest, no one without any experience of programming is going to be an expert by the end of this course. I have learned a lot, yes, but I am far to be a Python programmer even less specialized in Data Science at the end of this. The lessons are very basics with a consistent frustrating exercise at the end of each and every lesson: for some reason, the author assumes that you already know how to program with Python, so the exercise is about something which never ever was even mentioned during the lesson. Some lab exercises are largely outdated as mentioned in one of them: ""This lab describes the current version of Language Translator, 2018-05-01"" in March 2021... Now, the final assignment was actually the most interesting part of the whole course as data science was actually involved with interesting data even though there was still that frustrating question about something never spoken during the course: finding a value greater than the other in a column.",2,dropout,978,neg,0.8414,pos,"['let', 'honest', 'one', 'without', 'experience', 'programming', 'go', 'expert', 'end', 'course', 'learn', 'lot', 'yes', 'far', 'python', 'programmer', 'even', 'less', 'specialized', 'data', 'science', 'end', 'lesson', 'basic', 'consistent', 'frustrate', 'exercise', 'end', 'every', 'lesson', 'reason', 'author', 'assume', 'already', 'know', 'program', 'python', 'exercise', 'something', 'never', 'ever', 'even', 'mention', 'lesson', 'lab', 'exercise', 'largely', 'outdated', 'mention', 'one', 'lab', 'describe', 'current', 'version', 'language', 'translator', '20180501', 'march', '2021', 'final', 'assignment', 'actually', 'interesting', 'part', 'whole', 'course', 'data', 'science', 'actually', 'involved', 'interesting', 'data', 'even', 'though', 'still', 'frustrate', 'question', 'something', 'never', 'speak', 'course', 'find', 'value', 'great', 'column']",1.0,0.5665776133537292
26,2021-03-04,"This course wasn't bad exactly.  The videos are very good, but the tutorials are a waste of time.  One doesn't practice any of the skills learnt so it isn't reinforced.  It would be FAR more effective to have it as a semi-interactive course, where you learn something, then apply it immediately.",3,completer,295,neu,0.6008,pos,"['course', 'wasnt', 'bad', 'exactly', 'videos', 'tutorial', 'waste', 'time', 'one', 'doesnt', 'practice', 'skill', 'learn', 'isnt', 'reinforce', 'would', 'far', 'effective', 'semiinteractive', 'course', 'learn', 'something', 'apply', 'immediately']",0.0,0.6088517904281616
27,2021-03-04,"Some modules seemed disjointed and this shows in the Lab sessions where the difficulty levels varied (some were for beginners - as the course intended- whereas others were more intermediate). For the intermediate level Lab sessions, they were sometimes discouraging as it could make programming novices such as myself find the exercises too difficult. Otherwise, a great overview of Python for data science. Students are encouraged to already have some prior Python knowledge beforehand  ",4,completer,488,pos,-0.3612,neg,"['module', 'seem', 'disjointed', 'show', 'lab', 'session', 'difficulty', 'level', 'vary', 'beginner', 'course', 'intend', 'whereas', 'others', 'intermediate', 'intermediate', 'level', 'lab', 'session', 'sometimes', 'discourage', 'could', 'make', 'programming', 'novice', 'find', 'exercise', 'difficult', 'otherwise', 'overview', 'python', 'data', 'science', 'student', 'encourage', 'already', 'prior', 'python', 'knowledge', 'beforehand']",1.0,0.6851490139961243
28,2021-03-04,The coding was at a very high level. Not very useful,2,completer,52,neg,-0.3865,neg,"['cod', 'high', 'level', 'useful']",0.0,0.6968852281570435
29,2021-03-04,Very informative course.,5,completer,24,pos,0.0,neu,"['informative', 'course']",0.0,0.7854154109954834
30,2021-03-03,good to learn coding,5,completer,20,pos,0.4404,pos,"['learn', 'cod']",0.0,0.7682980895042419
31,2021-03-03,"The first half of the course was easy to follow but in the second half of the course it felt like there were several knowledge gaps. However, overall the course managed to impart the basics of Python and get me eager to learn more.",3,completer,231,neu,0.8151,pos,"['first', 'half', 'course', 'easy', 'follow', 'second', 'half', 'course', 'felt', 'several', 'knowledge', 'gap', 'however', 'overall', 'course', 'manage', 'impart', 'basic', 'python', 'get', 'eager', 'learn']",0.0,0.6351794600486755
32,2021-03-02,"Excellent to teach you the basic, for working with data in python. There is quite a lot of knowledge in this 5 weeks and maybe a bit to little practical exercise.",4,completer,162,pos,0.5719,pos,"['excellent', 'teach', 'basic', 'work', 'data', 'python', 'quite', 'lot', 'knowledge', '5', 'week', 'maybe', 'little', 'practical', 'exercise']",1.0,0.5389559268951416
33,2021-03-02,Great course for beginners. Could be better if we could have got more and more programming examples in the videos,4,completer,113,pos,0.7906,pos,"['course', 'beginner', 'could', 'better', 'could', 'get', 'program', 'example', 'video']",1.0,0.713227391242981
34,2021-03-02,Very Important course. Get to learn many things in python,5,completer,57,pos,0.2716,pos,"['important', 'course', 'get', 'learn', 'many', 'thing', 'python']",0.0,0.893104076385498
35,2021-03-01,Not as challenging as I hoped for. Would have been nicer if had coding tests instead of theory tests. ,3,completer,102,neu,0.6194,pos,"['challenge', 'hop', 'would', 'nicer', 'cod', 'test', 'instead', 'theory', 'test']",1.0,0.9383188486099243
36,2021-03-01,"Quite honestly, I am frustrated with this course. The material was generally good, but the content often had typos, odd phrasing, etc. which just made it more challenging on top of learning this new language. I also found the course exercises (particularly weeks 3 & 4) were not at the ""beginner"" level--I was able to pass quizzes and and do the assignments just fine, but the exercises would always come out of left field, pulling from concepts I hadn't yet learned. I ended up doing a lot of researching outside of the course content on my own, which I'm not opposed to, but that is certainly not how they marketed it and made me feel like there was something wrong with the way I was learning, when it was really the way that they were teaching the material. I was grateful for the course discussion board, where a lot of people expressed similar frustrations and it made me realize I am not alone in this and often gave me good resources to review.",2,completer,952,neg,0.9024,pos,"['quite', 'honestly', 'frustrated', 'course', 'material', 'generally', 'content', 'often', 'typos', 'odd', 'phrasing', 'etc', 'make', 'challenge', 'top', 'learn', 'new', 'language', 'also', 'find', 'course', 'exercise', 'particularly', 'week', '3', '4', 'beginner', 'leveli', 'able', 'pas', 'quiz', 'assignment', 'fine', 'exercise', 'would', 'always', 'come', 'left', 'field', 'pull', 'concept', 'hadnt', 'yet', 'learn', 'end', 'lot', 'research', 'outside', 'course', 'content', 'im', 'oppose', 'certainly', 'market', 'make', 'feel', 'something', 'wrong', 'way', 'learn', 'way', 'teach', 'material', 'grateful', 'course', 'discussion', 'board', 'lot', 'people', 'express', 'similar', 'frustration', 'make', 'realize', 'alone', 'often', 'give', 'resource', 'review']",1.0,0.8342891931533813
37,2021-03-01,Very good for basic learners.,5,completer,29,pos,0.4927,pos,"['basic', 'learner']",0.0,0.7914925217628479
38,2021-03-01,"it was good and fast pace course to the python fundamentals and for the basics of data collection and what is meant by API, REST API and web scrapping ",4,completer,151,pos,0.4404,pos,"['fast', 'pace', 'course', 'python', 'fundamental', 'basic', 'data', 'collection', 'mean', 'api', 'rest', 'api', 'web', 'scrap']",0.0,0.7839958071708679
39,2021-02-28,"Many of the functions and methods used in this course, especially those in pandas, have been deprecated since this course was written. The course should reallly be updated to reflect these changes. Also, the description of the final project describes analysing housing market data, but the project itself is on GDP data. This also should be updated.",3,completer,349,neu,0.0,neu,"['many', 'function', 'method', 'use', 'course', 'especially', 'pandas', 'deprecate', 'since', 'course', 'write', 'course', 'reallly', 'updated', 'reflect', 'change', 'also', 'description', 'final', 'project', 'describe', 'analyse', 'housing', 'market', 'data', 'project', 'gdp', 'data', 'also', 'update']",1.0,0.8589020371437073
40,2021-02-28,this is really a good course helped me to improve skills,5,completer,56,pos,0.7264,pos,"['course', 'help', 'improve', 'skill']",0.0,0.8722739815711975
41,2021-02-28,ITS REALLY EXCELLENT PLATFORM TO LEARN ANYTHING,5,completer,47,pos,0.6115,pos,"['excellent', 'platform', 'learn', 'anything']",0.0,0.7184728980064392
42,2021-02-28,it is super ,5,completer,12,pos,0.5994,pos,['super'],1.0,0.6755428314208984
43,2021-02-27,This was awesome.,5,completer,17,pos,0.6249,pos,['awesome'],0.0,0.6841553449630737
44,2021-02-27,Great learning. The API course requires bit more detail explanation,4,completer,67,pos,0.6249,pos,"['learn', 'api', 'course', 'require', 'detail', 'explanation']",0.0,0.7475371360778809
45,2021-02-27,enjoyed while learning,5,completer,22,pos,0.5106,pos,"['enjoy', 'learning']",0.0,0.7765100598335266
46,2021-02-27,This course was of intermediate level.,4,completer,38,pos,0.0,neu,"['course', 'intermediate', 'level']",1.0,0.8280425667762756
47,2021-02-26,It's a good course to learn about Python,4,completer,40,pos,0.4404,pos,"['course', 'learn', 'python']",0.0,0.8429200649261475
48,2021-02-26,very good. takes a good amount of effort,5,completer,40,pos,0.7496,pos,"['take', 'amount', 'effort']",1.0,0.8319764733314514
49,2021-02-26,This is the hardest course I've taken so far but it is actually one of the best .,5,completer,81,pos,0.7783,pos,"['hard', 'course', 'ive', 'take', 'far', 'actually', 'one', 'best']",0.0,0.6332969069480896
50,2021-02-25,An excellent foundation for Python programming unwrapping many concepts leading to further exploration by the learner. Enjoyed learning. The best part is the questions that pops up in the middle of the lectures and the Jupiter Notebook for practice that made the learning very interesting. Thank you!,5,completer,300,pos,0.9593,pos,"['excellent', 'foundation', 'python', 'program', 'unwrap', 'many', 'concept', 'lead', 'exploration', 'learner', 'enjoy', 'learn', 'best', 'part', 'question', 'pop', 'middle', 'lecture', 'jupiter', 'notebook', 'practice', 'make', 'learn', 'interesting', 'thank']",0.0,0.6156172156333923
51,2021-02-24,tres ravi ,4,completer,10,pos,0.0,neu,"['tres', 'ravi']",1.0,0.7891376614570618
52,2021-02-22,"I struggled to learn with this course. I have some experience coding with Python already and feel like the Python beginners course from University of Michigan (Python for everyone) was much better at learning Python for data analytics even though the course objective was more to learn about Python rather than data analytics. I didn't like the clunky and cluttered feel of programming in Jutyper. Previous courses I've taken in Python, the video or lecturer would usually code in the shell or an IDE and you'd see the code being done, you'd go practice in an uncluttered IDE where you could debug things easily and I felt like I learned quite easily. This course kind of just lectures through the code and uses visuals to represent the program which I feel is not a good way to teach coding/programming. The beginning weeks were easy because I knew all the content, but I could see it was taught using poor methods in my opinion. When it got to the material at the end which I'd never learned before, I could really feel how slow and difficult it was to retain the information being presented in the videos. I think it would help a lot by doing videos in an IDE and provide a textbook to easily refer back to the content instead of having to click through a video to do so. ",1,completer,1275,neg,0.6594,pos,"['struggle', 'learn', 'course', 'experience', 'cod', 'python', 'already', 'feel', 'python', 'beginner', 'course', 'university', 'michigan', 'python', 'everyone', 'much', 'well', 'learn', 'python', 'data', 'analytics', 'even', 'though', 'course', 'objective', 'learn', 'python', 'rather', 'data', 'analytics', 'didnt', 'clunky', 'clutter', 'feel', 'program', 'jutyper', 'previous', 'course', 'ive', 'take', 'python', 'video', 'lecturer', 'would', 'usually', 'code', 'shell', 'ide', 'youd', 'see', 'code', 'do', 'youd', 'go', 'practice', 'uncluttered', 'ide', 'could', 'debug', 'thing', 'easily', 'felt', 'learn', 'quite', 'easily', 'course', 'kind', 'lecture', 'code', 'us', 'visuals', 'represent', 'program', 'feel', 'way', 'teach', 'codingprogramming', 'begin', 'week', 'easy', 'know', 'content', 'could', 'see', 'taught', 'use', 'poor', 'method', 'opinion', 'get', 'material', 'end', 'id', 'never', 'learn', 'could', 'feel', 'slow', 'difficult', 'retain', 'information', 'present', 'videos', 'think', 'would', 'help', 'lot', 'videos', 'ide', 'provide', 'textbook', 'easily', 'refer', 'back', 'content', 'instead', 'click', 'video']",1.0,0.6069128513336182
53,2021-02-21,The course in my view was perfectly designed and structured.,5,completer,60,pos,0.6369,pos,"['course', 'view', 'perfectly', 'design', 'structure']",0.0,0.7320054173469543
54,2021-02-21,Good Overview and depth of course.,5,completer,34,pos,0.4404,pos,"['overview', 'depth', 'course']",0.0,0.8439235091209412
55,2021-02-20,Exercises sometimes not in line with the beginner level,4,dropout,55,pos,0.0,neu,"['exercise', 'sometimes', 'line', 'beginner', 'level']",1.0,0.888651967048645
56,2021-02-20,intersting to learn python,5,completer,26,pos,0.0,neu,"['intersting', 'learn', 'python']",0.0,0.8440021872520447
57,2021-02-19,outstanding perfomance,5,completer,22,pos,0.6124,pos,"['outstanding', 'perfomance']",0.0,0.7854438424110413
58,2021-02-18,Thanks IBM and Coursera for providing such quality content,5,completer,58,pos,0.4404,pos,"['thanks', 'ibm', 'coursera', 'providing', 'quality', 'content']",2.0,0.6577948927879333
59,2021-02-18,"Feel like this is beyond an intro course.  A little disappointed, but some material was very helpful in learning about Python, but still thought it was at least a mid-level course.",3,completer,180,neu,0.6106,pos,"['feel', 'beyond', 'intro', 'course', 'little', 'disappointed', 'material', 'helpful', 'learn', 'python', 'still', 'think', 'least', 'midlevel', 'course']",1.0,0.7692175507545471
60,2021-02-18,Helpful course ,5,completer,15,pos,0.4215,pos,"['helpful', 'course']",0.0,0.7848702669143677
61,2021-02-17,"I guess this course is currently being updated and transitioned to a new course, but the labs include material that is never covered in the videos, there is a steep increase in difficulty, and the course is NOT a ""beginner-friendly, no experience required"" introduction to Python as advertised. This course needs a major overhaul.",2,completer,330,neg,0.2919,pos,"['guess', 'course', 'currently', 'update', 'transition', 'new', 'course', 'labs', 'include', 'material', 'never', 'cover', 'videos', 'steep', 'increase', 'difficulty', 'course', 'beginnerfriendly', 'experience', 'require', 'introduction', 'python', 'advertise', 'course', 'need', 'major', 'overhaul']",1.0,0.8598510026931763
62,2021-02-17,best,5,dropout,4,pos,0.6369,pos,['best'],0.0,0.6818740963935852
63,2021-02-17,"Though I do feel like I learned some things from this course, I was not very happy with the way the material was presented. The first half of the labs were great, but the second half was way beyond what was being taught in this course and difficult to follow. I ended up skipping those sections and still did well on the quizzes. I think those portions need to be removed. There were also a few quizzes with answer errors. It took several times of answering the same thing for it to accept it as the correct answer. If I had it to do over again, I would learn Python somewhere else.",2,completer,582,neg,0.2246,pos,"['though', 'feel', 'learn', 'thing', 'course', 'happy', 'way', 'material', 'present', 'first', 'half', 'labs', 'second', 'half', 'way', 'beyond', 'taught', 'course', 'difficult', 'follow', 'end', 'skipping', 'section', 'still', 'well', 'quiz', 'think', 'portion', 'need', 'remove', 'also', 'quiz', 'answer', 'error', 'take', 'several', 'time', 'answer', 'thing', 'accept', 'correct', 'answer', 'would', 'learn', 'python', 'somewhere', 'else']",1.0,0.6636898517608643
64,2021-02-17,"Material goes too fast especially with the API section. Found it to be very unclear at times, needs to slow down the pacing",3,dropout,123,neu,-0.3167,neg,"['material', 'go', 'fast', 'especially', 'api', 'section', 'find', 'unclear', 'time', 'needs', 'slow', 'pacing']",1.0,0.9520543813705444
65,2021-02-16,Absolutely not complex and every detail very nicely explained. ,5,completer,63,pos,0.4927,pos,"['absolutely', 'complex', 'every', 'detail', 'nicely', 'explain']",2.0,0.6124253869056702
66,2021-02-15,Good course. The labs must be improve,3,completer,37,neu,0.7003,pos,"['course', 'lab', 'must', 'improve']",0.0,0.8596365451812744
67,2021-02-15,"ItÂ´s good generally, but it has a few caveats. There are some jumps in programming concepts, for a beginner course. And some of them are not used in the final project, so they could be removed and replaced with more in-depth analysis of libraries methods.",4,completer,256,pos,0.2382,pos,"['itâs', 'generally', 'caveats', 'jump', 'program', 'concept', 'beginner', 'course', 'use', 'final', 'project', 'could', 'remove', 'replaced', 'indepth', 'analysis', 'library', 'method']",0.0,0.7028043866157532
68,2021-02-15,"Some exercises in the Labs are definitely not for beginners, especially during week 3 and 4. The course does not give you enough resources to be able to resolve those exercises and only gives you the answer, which is rather advanced and involves knowledge from outside this course.Apart from that, the course is fine, but that experience might be a bit disappointing for someone who is just starting with Python.",3,completer,412,neu,-0.1901,neg,"['exercise', 'labs', 'definitely', 'beginner', 'especially', 'week', '3', '4', 'course', 'give', 'enough', 'resource', 'able', 'resolve', 'exercise', 'give', 'answer', 'rather', 'advanced', 'involves', 'knowledge', 'outside', 'courseapart', 'course', 'fine', 'experience', 'might', 'disappoint', 'someone', 'start', 'python']",1.0,0.8825439214706421
69,2021-02-14,It is very good to understand Python for Data Science. ,5,completer,55,pos,0.4927,pos,"['understand', 'python', 'data', 'science']",0.0,0.8750868439674377
70,2021-02-13,Limited in information and use cases,4,completer,36,pos,-0.2263,neg,"['limited', 'information', 'use', 'case']",2.0,0.8662377595901489
71,2021-02-12,Great experience for beginners linke me,5,completer,39,pos,0.6249,pos,"['experience', 'beginner', 'linke']",1.0,0.5877916216850281
72,2021-02-12,really great course for beginners,5,completer,33,pos,0.659,pos,"['course', 'beginner']",0.0,0.7866077423095703
73,2021-02-12,"Informative, but lacks step by step, easy to follow, guided examples, and lacks repetitive practice that tends to help with learning coding and working with data frames ",4,completer,169,pos,0.7096,pos,"['informative', 'lack', 'step', 'step', 'easy', 'follow', 'guide', 'example', 'lack', 'repetitive', 'practice', 'tend', 'help', 'learn', 'cod', 'work', 'data', 'frame']",2.0,0.6321749091148376
74,2021-02-12,"Overall this course is great for the Python beginners. Though the final assigment is good, it could have been made little ""better"" by making it a ""bit more"" challenging.",5,completer,169,pos,0.8357,pos,"['overall', 'course', 'python', 'beginner', 'though', 'final', 'assigment', 'could', 'make', 'little', 'good', 'make', 'challenge']",1.0,0.6698448061943054
75,2021-02-12,"This is an awful course for learning python and data science. It moves quick through concepts, but worse it jumps through them and they are not tied together in any meaningful way. It appears to be a marketing campaign to get people to try IBM Watson services. I am grateful I too this course as a supplement after learning Python and Data science fundamentals otherwise I would not have been able to finish it. ",1,completer,412,neg,0.2023,pos,"['awful', 'course', 'learn', 'python', 'data', 'science', 'move', 'quick', 'concept', 'bad', 'jump', 'tie', 'together', 'meaningful', 'way', 'appear', 'market', 'campaign', 'get', 'people', 'try', 'ibm', 'watson', 'service', 'grateful', 'course', 'supplement', 'learn', 'python', 'data', 'science', 'fundamental', 'otherwise', 'would', 'able', 'finish']",1.0,0.6806554198265076
76,2021-02-12,A great introduction course to Python. A lot of topics are covered and you will learn a lot. I wish they would proof read the labs though. There were a lot of grammatical mistakes and instances where sentences would not make sense. I also wish they explained the harder topics in more detail.,4,completer,292,pos,0.802,pos,"['introduction', 'course', 'python', 'lot', 'topic', 'cover', 'learn', 'lot', 'wish', 'would', 'proof', 'read', 'labs', 'though', 'lot', 'grammatical', 'mistake', 'instance', 'sentence', 'would', 'make', 'sense', 'also', 'wish', 'explain', 'hard', 'topic', 'detail']",0.0,0.46602293848991394
77,2021-02-11,"This course was not well sequenced. The labs demanded work outside of the class to complete. I bought a python text book and had to supplement my learning with the instruction and exercises provided by the book. As a teacher, I found this course to be poorly organized. ",1,completer,270,neg,-0.4047,neg,"['course', 'well', 'sequence', 'lab', 'demand', 'work', 'outside', 'class', 'complete', 'buy', 'python', 'text', 'book', 'supplement', 'learn', 'instruction', 'exercise', 'provide', 'book', 'teacher', 'find', 'course', 'poorly', 'organize']",1.0,0.6594051122665405
