,date,review,rating,status,length,label,compound,sentiment,preprocessed,topic_id,topic_score
51,2021-02-27,It's useful to help me to know how professors think about the data science. But it's very basic and it is not my excepted result that I want to learn some realistic skills to help me data analysing.,3,completer,198,neu,0.8225,pos,"['useful', 'help', 'know', 'professor', 'think', 'data', 'science', 'basic', 'except', 'result', 'want', 'learn', 'realistic', 'skill', 'help', 'data', 'analyse']",1.0,0.9689732789993286
52,2021-02-27,it is a good course so I recommend this course to everyone who has an interest in data science,5,completer,94,pos,0.8268,pos,"['course', 'recommend', 'course', 'everyone', 'interest', 'data', 'science']",1.0,0.9330025911331177
53,2021-02-27,Great Course! ,5,completer,14,pos,0.6588,pos,['course'],2.0,0.701396644115448
54,2021-02-26,It's great course to start when you have no idea what is data science.,5,dropout,70,pos,0.4404,pos,"['course', 'start', 'idea', 'data', 'science']",1.0,0.9114432334899902
55,2021-02-26,"super helpful, and easy to follow ",5,completer,34,pos,0.8625,pos,"['super', 'helpful', 'easy', 'follow']",0.0,0.509946346282959
56,2021-02-26,Good introductory to data science.,4,completer,34,pos,0.4404,pos,"['introductory', 'data', 'science']",1.0,0.8657088875770569
57,2021-02-26,Good Intro,4,completer,10,pos,0.4404,pos,['intro'],1.0,0.710385262966156
58,2021-02-26,This is the start of my data engineering career. Let's deep dive into data world!,5,completer,81,pos,0.0,neu,"['start', 'data', 'engineering', 'career', 'let', 'deep', 'dive', 'data', 'world']",1.0,0.9479079246520996
59,2021-02-26,Great intro course! It gave me a deeper understanding of what data science is and what data scientist do. I would recommend it to anyone that wants to get into the field and wants a deep understanding of what skills you will develop and how you would contribute to an organization. ,5,completer,282,pos,0.784,pos,"['intro', 'course', 'give', 'deep', 'understanding', 'data', 'science', 'data', 'scientist', 'recommend', 'anyone', 'want', 'get', 'field', 'want', 'deep', 'understanding', 'skill', 'develop', 'contribute', 'organization']",1.0,0.9763796925544739
60,2021-02-25,I think is a good introducciÃ³n to all the wonderguls that you can do with the data science. Take this course motivate me to learn more and more aout the data science. I hope take all the IBMÂ´s course about the data science. Qouting to Freddy Mercury and Queen DonÂ´t Stop Me now,4,dropout,280,pos,0.7351,pos,"['think', 'introducciã³n', 'wonderguls', 'data', 'science', 'take', 'course', 'motivate', 'learn', 'aout', 'data', 'science', 'hope', 'take', 'ibmâs', 'course', 'data', 'science', 'qouting', 'freddy', 'mercury', 'queen', 'donât', 'stop']",1.0,0.9788300395011902
61,2021-02-25,Very clear instructions and informative videos! Providing some basic knowledge about data science and its career path also is a great start in this journey. Thanks!,5,completer,164,pos,0.8879,pos,"['clear', 'instruction', 'informative', 'video', 'provide', 'basic', 'knowledge', 'data', 'science', 'career', 'path', 'also', 'start', 'journey', 'thanks']",1.0,0.778925359249115
62,2021-02-25,Great for learning the basics,5,completer,29,pos,0.6249,pos,"['learn', 'basic']",1.0,0.8104594349861145
63,2021-02-24,great course,5,completer,12,pos,0.6249,pos,['course'],2.0,0.701544463634491
64,2021-02-24,A good start for beginners.,4,completer,27,pos,0.4404,pos,"['start', 'beginner']",1.0,0.805701494216919
65,2021-02-24,Excelente!!!!!!!,5,completer,16,pos,0.0,neu,['excelente'],1.0,0.7139639854431152
66,2021-02-24,Excelent!!!!,5,dropout,12,pos,0.0,neu,['excelent'],1.0,0.7140322923660278
67,2021-02-24,A very good introduction to data science for people who never heard about it or know very little about the subject. Recommended.,5,completer,128,pos,0.6115,pos,"['introduction', 'data', 'science', 'people', 'never', 'hear', 'know', 'little', 'subject', 'recommend']",1.0,0.7962369918823242
68,2021-02-24,"this was a great course, because it illustrates all the concepts that is related to data science like; difference between deep learning and machine learning, what is meant by big data, when the word data science showed up and many many awesome case studies on how we use the data science in our life",5,completer,299,pos,0.8934,pos,"['course', 'illustrate', 'concept', 'relate', 'data', 'science', 'difference', 'deep', 'learning', 'machine', 'learn', 'meant', 'big', 'data', 'word', 'data', 'science', 'show', 'many', 'many', 'awesome', 'case', 'study', 'use', 'data', 'science', 'life']",1.0,0.9810206294059753
69,2021-02-24,thank for teaching,5,completer,18,pos,0.3612,pos,"['thank', 'teaching']",2.0,0.6050683856010437
70,2021-02-24,Love the content which was easy to understand and follow. I learned lots. ,5,completer,74,pos,0.7964,pos,"['love', 'content', 'easy', 'understand', 'follow', 'learn', 'lot']",2.0,0.932854950428009
71,2021-02-23,Great start point! ,5,completer,19,pos,0.6588,pos,"['start', 'point']",2.0,0.8020355701446533
72,2021-02-23,Very usefull,5,completer,12,pos,0.0,neu,['usefull'],1.0,0.7140214443206787
73,2021-02-23,Nice course to understand what is data science and its applications.,5,completer,68,pos,0.4215,pos,"['course', 'understand', 'data', 'science', 'application']",1.0,0.9109808802604675
74,2021-02-23,excellent,5,completer,9,pos,0.5719,pos,['excellent'],2.0,0.7138925194740295
75,2021-02-23,People who like to prepare striking analytical reports ,5,completer,55,pos,0.3612,pos,"['people', 'prepare', 'strike', 'analytical', 'report']",0.0,0.5373590588569641
76,2021-02-23,This course provides those who are new with an idea of what data science is.  It gives the new comer a big  picture on what a data scientist does. ,4,completer,147,pos,0.0,neu,"['course', 'provide', 'new', 'idea', 'data', 'science', 'give', 'new', 'comer', 'big', 'picture', 'data', 'scientist']",1.0,0.9631879925727844
77,2021-02-22,"Progression of the course is good, the way course takes you through the subject and infuse information is different and interesting and helps remember  information better. I will definitely be taking the rest of the courses in the Data science series.",5,completer,251,pos,0.9153,pos,"['progression', 'course', 'way', 'course', 'take', 'subject', 'infuse', 'information', 'different', 'interesting', 'help', 'remember', 'information', 'well', 'definitely', 'take', 'rest', 'course', 'data', 'science', 'series']",0.0,0.42975857853889465
78,2021-02-22,This is a good introduction for people outside of this industry in understanding what data science is really about.,5,completer,115,pos,0.4404,pos,"['introduction', 'people', 'outside', 'industry', 'understand', 'data', 'science']",1.0,0.9347342848777771
79,2021-02-22,Thi,5,completer,3,pos,0.0,neu,['thi'],1.0,0.7058428525924683
80,2021-02-22,A good course,4,completer,13,pos,0.4404,pos,['course'],2.0,0.7014912962913513
81,2021-02-22,Data Science is understanding the data & identification ,5,completer,56,pos,0.0,neu,"['data', 'science', 'understand', 'data', 'identification']",1.0,0.7095581293106079
82,2021-02-21,"This course is overall very vague and too long. The whole content should be summarized in 3 pages of text. It is also a bit confusing. For example, it gives two different definitions of big data. There is also a whole paragraph about regression without defining what it actually means.The risk is that this course gives the impression that anybody can become a data scientist, just by imagining some vague concepts and it will all be ok. The course could emphasize that data science is actually a science. It requires a tremendous amount of very detailed work, with some very difficult tasks.This course would benefit from reducing the number of interviews and introducing data science concisely. Or, if the authors wanted to actually keep as much detail as there currently is, every concept should be defined properly.",1,completer,819,neg,-0.1972,neg,"['course', 'overall', 'vague', 'long', 'whole', 'content', 'summarize', '3', 'page', 'text', 'also', 'bite', 'confusing', 'example', 'give', 'two', 'different', 'definition', 'big', 'data', 'also', 'whole', 'paragraph', 'regression', 'without', 'define', 'actually', 'meansthe', 'risk', 'course', 'give', 'impression', 'anybody', 'become', 'data', 'scientist', 'imagine', 'vague', 'concept', 'ok', 'course', 'emphasize', 'data', 'science', 'actually', 'science', 'require', 'tremendous', 'amount', 'detailed', 'work', 'difficult', 'tasksthis', 'course', 'benefit', 'reduce', 'number', 'interview', 'introduce', 'data', 'science', 'concisely', 'author', 'want', 'actually', 'keep', 'much', 'detail', 'currently', 'every', 'concept', 'define', 'properly']",0.0,0.5096009969711304
83,2021-02-21,This is an easygoing course for the beginner. I explored basic knowledge about what data science is. Thanks for the simple and clear platform and all easygoing video and materials. I will approach next course in this field more!,5,completer,228,pos,0.8553,pos,"['easygoing', 'course', 'beginner', 'explore', 'basic', 'knowledge', 'data', 'science', 'thanks', 'simple', 'clear', 'platform', 'easygoing', 'video', 'material', 'approach', 'next', 'course', 'field']",1.0,0.5673654675483704
84,2021-02-21,"The course was very generic and high level.  I learned a few things, but the information is generally only useful to someone who is coming into the topic of Data Science with zero knowledge.  Rather than having this course as part of the specialization, it would make more sense as a recommended prerequisite for those looking for a general overview of data science.  Quizzes felt like busy-work, testing arbitrary facts from the reading in many cases.",2,completer,452,neg,0.8656,pos,"['course', 'generic', 'high', 'level', 'learn', 'thing', 'information', 'generally', 'useful', 'someone', 'come', 'topic', 'data', 'science', 'zero', 'knowledge', 'rather', 'course', 'part', 'specialization', 'make', 'sense', 'recommend', 'prerequisite', 'look', 'general', 'overview', 'data', 'science', 'quiz', 'felt', 'busywork', 'test', 'arbitrary', 'fact', 'read', 'many', 'case']",0.0,0.5738014578819275
85,2021-02-21,The knowledge provided is useful but a bit too basic,4,completer,52,pos,0.2382,pos,"['knowledge', 'provide', 'useful', 'bit', 'basic']",1.0,0.6970294117927551
86,2021-02-21,Excellent!!!!!,5,completer,14,pos,0.0,neu,['excellent'],2.0,0.7138916254043579
87,2021-02-21,I used to think that I've known about data science before learning this course. Basic data science and its trend have a benefit for me before driving through deeper along with this career.,5,completer,188,pos,0.4588,pos,"['use', 'think', 'ive', 'know', 'data', 'science', 'learn', 'course', 'basic', 'data', 'science', 'trend', 'benefit', 'drive', 'deep', 'along', 'career']",1.0,0.9693106412887573
88,2021-02-21,"the course explain every term as an introductory level, which is suitable for me. I am very new and sometime the concept of data science is a bit tricky to understand.",5,completer,167,pos,-0.1531,neg,"['course', 'explain', 'every', 'term', 'introductory', 'level', 'suitable', 'new', 'sometime', 'concept', 'data', 'science', 'bit', 'tricky', 'understand']",1.0,0.7431054711341858
89,2021-02-21,the course captures the basics of data science covered by good videos and real life examples.,5,completer,93,pos,0.4404,pos,"['course', 'capture', 'basic', 'data', 'science', 'cover', 'video', 'real', 'life', 'example']",1.0,0.6755003929138184
90,2021-02-20,"Specialization changed in the middle of the course, and now I can't finish it.",1,dropout,78,neg,0.0,neu,"['specialization', 'change', 'middle', 'course', 'cant', 'finish']",0.0,0.9239718317985535
91,2021-02-20,The first few baby steps to understand what is data science. Engaging and designed well with just enough details to grasp and no over loading. Most of you can take this course.,5,completer,176,pos,0.3182,pos,"['first', 'baby', 'step', 'understand', 'data', 'science', 'engaging', 'design', 'well', 'enough', 'detail', 'grasp', 'load', 'take', 'course']",2.0,0.6329692602157593
92,2021-02-20,It was a good introduction course to data science,5,completer,49,pos,0.4404,pos,"['introduction', 'course', 'data', 'science']",1.0,0.8925827145576477
93,2021-02-20,This course made me learn in systematic way. Thanks coursera for presenting the course material in interesting way.,5,completer,115,pos,0.6808,pos,"['course', 'make', 'learn', 'systematic', 'way', 'thanks', 'coursera', 'present', 'course', 'material', 'interesting', 'way']",2.0,0.9599055051803589
94,2021-02-20,seprate course is not necessary. you can merge it with other data science courses,1,completer,81,neg,0.0,neu,"['seprate', 'course', 'necessary', 'merge', 'data', 'science', 'course']",1.0,0.9329053163528442
95,2021-02-20,a simple and good course for 101 Data scientist / Data Science,5,completer,62,pos,0.4404,pos,"['simple', 'course', '101', 'data', 'scientist', 'data', 'science']",1.0,0.779370129108429
96,2021-02-20,"well, nothing to say just learn it, you'll be amazed :)",5,completer,55,pos,0.8074,pos,"['well', 'nothing', 'say', 'learn', 'youll', 'amaze']",0.0,0.9185974597930908
97,2021-02-19,Excellent course. thanks ,5,completer,25,pos,0.765,pos,"['excellent', 'course', 'thanks']",2.0,0.8650370836257935
98,2021-02-19,It is a good introduction to Data Science. Short but informative. Sometime I felt like the Quiz questions were very specific to the excerpt and outdated info but overall it was a good course.,4,dropout,191,pos,0.8422,pos,"['introduction', 'data', 'science', 'short', 'informative', 'sometime', 'felt', 'quiz', 'question', 'specific', 'excerpt', 'outdated', 'info', 'overall', 'course']",0.0,0.7717485427856445
99,2021-02-19,"Excellent introduction to Data Science. The course is very interesting and well executed, and there were absolutely nothing useless. This course  confirmed that Data Science is absolutely for me. ",5,completer,196,pos,0.8926,pos,"['excellent', 'introduction', 'data', 'science', 'course', 'interest', 'well', 'execute', 'absolutely', 'nothing', 'useless', 'course', 'confirm', 'data', 'science', 'absolutely']",1.0,0.4601207673549652
100,2021-02-19,"Really easy to understand the concepts that were being presented, very digestible chunks of information that could be studied on the bus or while walking to work.   ",5,completer,165,pos,0.4927,pos,"['easy', 'understand', 'concept', 'present', 'digestible', 'chunk', 'information', 'study', 'bus', 'walking', 'work']",2.0,0.7839645743370056
101,2021-02-19,Belle dÃ©couverte de la datascience!,5,completer,36,pos,0.0,neu,"['belle', 'dãcouverte', 'de', 'la', 'datascience']",2.0,0.7477273941040039
102,2021-02-19,Great insights provided.,5,completer,24,pos,0.6249,pos,"['insight', 'provide']",1.0,0.8161564469337463
103,2021-02-18,"It was a good course to know the basics of  data science and concepts related to data science such as regression, data analytics, hadoop, big data",5,completer,146,pos,0.4404,pos,"['course', 'know', 'basic', 'data', 'science', 'concept', 'relate', 'data', 'science', 'regression', 'data', 'analytics', 'hadoop', 'big', 'data']",1.0,0.9678438901901245
104,2021-02-18,Great course to explore the world of data science!,5,completer,50,pos,0.6588,pos,"['course', 'explore', 'world', 'data', 'science']",1.0,0.9116530418395996
105,2021-02-18,This course is totally theoretical and no hands-on available.Mostly this course cover the personal experience of the data scientist.Three weeks form this course of no use.Please try to give more details. ,2,completer,204,neg,-0.603,neg,"['course', 'totally', 'theoretical', 'handson', 'availablemostly', 'course', 'cover', 'personal', 'experience', 'data', 'scientistthree', 'week', 'form', 'course', 'useplease', 'try', 'give', 'detail']",0.0,0.6485791206359863
106,2021-02-18,"Excelent course! Great to introduce the student to the career of data scientist, as proposed by the course title itself.",5,completer,120,pos,0.6588,pos,"['excelent', 'course', 'introduce', 'student', 'career', 'data', 'scientist', 'propose', 'course', 'title']",1.0,0.9513658881187439
107,2021-02-18,"Câest un cours trÃ¨s important qui nous permet de mieux comprendre
le monde de la science de donnÃ©es.",5,completer,104,pos,0.2023,pos,"['câest', 'un', 'cours', 'trãs', 'important', 'qui', 'nous', 'permet', 'de', 'mieux', 'comprendre', 'le', 'monde', 'de', 'la', 'science', 'de', 'donnães']",2.0,0.9180834889411926
108,2021-02-17,Quite good learning,5,completer,19,pos,0.4927,pos,"['quite', 'learn']",0.0,0.803139328956604
109,2021-02-17,"An ""OK"" introductory course but week 1 and 2 was too general in my opinion. I also felt like the readings in week 1 and 2 had to be more scientific and less example/story oriented. I understand that it is a way to introduce someone in the field but I would suspect that somebody picking up this course means that the person is already somewhat interested in the field. Î¤hus, it becomes really boring and incredibly slow pretty quickly. Week 3 was much better, since there were more definitions and ideas that were more firmly put and communicated.",3,completer,548,neu,0.867,pos,"['ok', 'introductory', 'course', 'week', '1', '2', 'general', 'opinion', 'also', 'felt', 'reading', 'week', '1', '2', 'scientific', 'less', 'examplestory', 'orient', 'understand', 'way', 'introduce', 'someone', 'field', 'suspect', 'somebody', 'pick', 'course', 'mean', 'person', 'already', 'somewhat', 'interested', 'field', 'îhus', 'become', 'boring', 'incredibly', 'slow', 'pretty', 'quickly', 'week', '3', 'much', 'good', 'since', 'definition', 'idea', 'firmly', 'put', 'communicate']",0.0,0.716865062713623
110,2021-02-17,Nice beginning of data science.,5,completer,31,pos,0.4215,pos,"['begin', 'data', 'science']",1.0,0.8647530674934387
111,2021-02-17,Broad review of the definition of data science. Can easily get the same information from a quick Google search. Week 3 was the most useful.,3,completer,139,neu,0.6801,pos,"['broad', 'review', 'definition', 'data', 'science', 'easily', 'get', 'information', 'quick', 'google', 'search', 'week', '3', 'useful']",0.0,0.5558494925498962
112,2021-02-16,it is suitable for people with absolutely no knowledge about data science.,3,completer,74,neu,-0.3597,neg,"['suitable', 'people', 'absolutely', 'knowledge', 'data', 'science']",1.0,0.9238828420639038
113,2021-02-16,Very clear and comprehensive Course...It is recommended.,4,completer,56,pos,0.7146,pos,"['clear', 'comprehensive', 'courseit', 'recommend']",1.0,0.8893444538116455
114,2021-02-16,Amazing,5,dropout,7,pos,0.5859,pos,['amaze'],0.0,0.7042300701141357
115,2021-02-16,I really loved the whole experience,4,completer,35,pos,0.6361,pos,"['loved', 'whole', 'experience']",1.0,0.638126790523529
116,2021-02-16,Good solid intro to the world of data science,5,completer,45,pos,0.5423,pos,"['solid', 'intro', 'world', 'data', 'science']",1.0,0.7470661997795105
117,2021-02-16,It's nice to have a basic knowledge about data scientst and data science. ,5,completer,74,pos,0.4215,pos,"['basic', 'knowledge', 'data', 'scientst', 'data', 'science']",1.0,0.925403892993927
118,2021-02-15,"This is a well developed and paced course that presents the basics of Data Science and its purpose in our modern world. I highly recommend this course to everyone that is embarking on their first journey through Data Science. It provides a strong foundation to  fully understand what is Data Science, its components and significant use across all industries. ",5,completer,359,pos,0.8399,pos,"['well', 'develop', 'pace', 'course', 'present', 'basic', 'data', 'science', 'purpose', 'modern', 'world', 'highly', 'recommend', 'course', 'everyone', 'embark', 'first', 'journey', 'data', 'science', 'provide', 'strong', 'foundation', 'fully', 'understand', 'data', 'science', 'component', 'significant', 'use', 'across', 'industry']",1.0,0.6952179670333862
119,2021-02-15,"The course is great, well structured, easy to follow.A possible improvement: regression part. Perhaps allocate a little bit more resources on this topic including videos showing examples of regression models",5,completer,207,pos,0.9022,pos,"['course', 'well', 'structured', 'easy', 'followa', 'possible', 'improvement', 'regression', 'part', 'perhaps', 'allocate', 'little', 'bit', 'resource', 'topic', 'include', 'video', 'show', 'example', 'regression', 'model']",0.0,0.7773709893226624
120,2021-02-15,"As a beginner who would like to know what is Data science, for that what need to do. He/She must enrolled for this course. ",5,completer,123,pos,0.3612,pos,"['beginner', 'know', 'data', 'science', 'need', 'heshe', 'must', 'enrol', 'course']",1.0,0.9472652673721313
