,date,review,rating,status,length,label,language_scores,language,scores,compound,sentiment
12,2021-03-02,"Very patchy. Some of the videos were quite informative but the practical exercises were a real problem. Often the instructions were impossible to follow as the software must be a newer version than that shown in the instructions. I had to Google for the latest instructions. Also the practical exercises rarely told you *why* you were learning anything; it said ""type in this code"" but you didn't understand the code. I was able to finish the course but only through sheer perseverance (and Googling for instructions) - it was not enjoyable.",2,completer,541,neg,"{'language': 'en', 'score': 0.9999958699054043}",en,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.769}",-0.769,neg
13,2021-03-01,Very well explained and support is great. Would recommend. ,4,completer,59,pos,"{'language': 'en', 'score': 0.99999714285263}",en,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.8932}",0.8932,pos
14,2021-03-01,"A very gentle and slightly challenging introduction to the some of the best tools in the Data Science fraternity. Also, the added introduction to the IBM Watson Clouds tools was seriously interesting. Who knew you could just drag and drop files of refined data and you are on your way to ""Model Building""? ",5,completer,306,pos,"{'language': 'en', 'score': 0.99999662136635}",en,"{'neg': 0.092, 'neu': 0.725, 'pos': 0.184, 'compound': 0.7717}",0.7717,pos
15,2021-03-01,This course is very helpful,5,completer,27,pos,"{'language': 'en', 'score': 0.9999967190532255}",en,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,pos
16,2021-03-01,Amazing course,5,completer,14,pos,"{'language': 'en', 'score': 0.999995802926283}",en,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
17,2021-02-28,Amazing explanation and awareness of different tools,5,completer,52,pos,"{'language': 'en', 'score': 0.9999972172995424}",en,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.5859,pos
18,2021-02-27,"The flow is erratic, lot of random information not sure where to put it .. need to explain the process of what happens with data and why the apps are needed and what they do and how they help the process (work together) .. I heard about dozens of apps but have no clue when and if I would use them or why they are needed.  I am following the course but mostly having to research what you are saying .. the language is high level or sometimes overly complicated.  I only bring this up because this course said no prior experience needed there is not way a person having no IT experience will come away from these first 2 modules with an understanding",3,completer,649,neu,"{'language': 'en', 'score': 0.9999982992159914}",en,"{'neg': 0.079, 'neu': 0.906, 'pos': 0.015, 'compound': -0.7924}",-0.7924,neg
19,2021-02-27,"Excellent course. It gives you an overview of several data science tools and software. For each of them, a lab teaches you the basics and get you familiarized with the environment, user interface, and so on, without going too much into detail. It is up to the student to dig into more details if they so wish.A typical excellent class where it takes you a few hours to understand, but it could take you months or years to specialize in the tools if you wanted to.",5,completer,463,pos,"{'language': 'en', 'score': 0.9999961983303183}",en,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.5902}",0.5902,pos
20,2021-02-26,good,4,completer,4,pos,"{'language': 'so', 'score': 0.9999967935365659}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
21,2021-02-26,I learned A LOT!!!!!,5,completer,20,pos,"{'language': 'en', 'score': 0.9999980686185188}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
22,2021-02-26,Great course! Superb presentations. ,5,completer,36,pos,"{'language': 'fr', 'score': 0.5714295545747544}",fr,"{'neg': 0.0, 'neu': 0.191, 'pos': 0.809, 'compound': 0.8588}",0.8588,pos
23,2021-02-25,"Too much theory, but practical exercises are easy. When telling about different software, it's very hard to remember all this information.",4,completer,138,pos,"{'language': 'en', 'score': 0.9999977920758678}",en,"{'neg': 0.082, 'neu': 0.763, 'pos': 0.155, 'compound': 0.4235}",0.4235,pos
24,2021-02-25,"Very brilliant, Thank you very much.",5,completer,36,pos,"{'language': 'en', 'score': 0.9999972080140918}",en,"{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.7828}",0.7828,pos
25,2021-02-24,A lot of bugs. I'm very disappointed about this course. 24/7 hep is not existing!!,1,dropout,82,neg,"{'language': 'en', 'score': 0.9999965844112861}",en,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.6094}",-0.6094,neg
26,2021-02-24,"This course is ""information overload"".  Personally I think that the structure can do with some tweaking.  The reason for this is because the information lacks context.  Week 1 and 2 were a bit daunting, but if you stick with it it does get better.It would help if there was a resources tab with summaries of the content discussed in the videos.  Also, when introducing the programming languages, they should say whether these languages are required.  I spent a lot of time downloading, installing, and trying to load the required libraries to do the assignments.  It was only later that I discovered that it is not necessary, and it is far quicker and more reliable to do these assignments in the free resources provided.Overall, not as bad as the other students make out in the comments, reviews and discussions.",3,completer,813,neu,"{'language': 'en', 'score': 0.9999960179602261}",en,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.9149}",0.9149,pos
27,2021-02-22,Thank you! Course give the demanding skills in a modern hr-market.,5,completer,66,pos,"{'language': 'en', 'score': 0.8571393083317445}",en,"{'neg': 0.15, 'neu': 0.63, 'pos': 0.22, 'compound': 0.2244}",0.2244,pos
28,2021-02-21,"Poorly designed course.Week 1: While the first section was ok, after the section on
âData Science Toolsâ, it was more or less just a list of tools for data
science. I have 5 pages of notes that are mostly useless. The only reason I
wrote so much was that the quizzes often asked about such useless details, that
I learned to write more than I usually would. Whoever designed the course/tests
obviously has no real teaching experience. In addition, do not expect any
feedback from the quizzes. There is no attempt to help the learner learn from
wrong answers.The quality of most of the âinstructionâ was poor. The woman
reading the script often did not logically pause when a slide was changed or
more information was added to the slide, as if she didnât know what was on them.
For most of it, it was just a PowerPoint presentation. For IBM being so
advanced with technology, it seems for most of the teaching they simply used
20-year-old technology to demonstrate some of the most advanced technology that
currently exists. â¹ At
least they could have used a split screen to show a person AND text/screen
shots.Week 2: Better information. Same woman reading slidesâ¦who is
not convincing that she actually understood what she was actually reading.
However, the information was more useful and the tools introduced were better.
Now Iâm registered on some sites and weâll see how useful that is.Week 3: A big mix. Again lots of tools. Different people
speaking, but again they are just PowerPoint slides with no interaction with
people (unlike in the first course in the program). When there are screen captures,
sometimes they just jump and it is difficult to follow as they are quite quick.
Often the screen shots donât have high enough resolution, so many of the tabs
in the programs are either difficult or impossible to read, or they donât
capture the whole screen, so itâs pretty useless as we canât really follow how
it gets from one place to another.Sometimes poor English pronunciation. Why doesnât the person
who actually create the presentations/work with the programs actually do the
speaking?Week 4: Labs are useful and itâs great that there was some
kind of output. Unfortunately, many of the things that you have to do are not
actually taught in the course and you have to use other sources to find out how
to do things.",2,completer,2361,neg,"{'language': 'en', 'score': 0.9999968837201507}",en,"{'neg': 0.076, 'neu': 0.849, 'pos': 0.075, 'compound': 0.1248}",0.1248,pos
29,2021-02-20,Really ejoyed Labs and practical tasks.,4,completer,39,pos,"{'language': 'en', 'score': 0.9999979653573576}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
30,2021-02-20,"the course is design very well. In this short course, i learnt lot's of things and it's truly appreciable to all the content designer and teachers.",5,completer,147,pos,"{'language': 'en', 'score': 0.9999948254168893}",en,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6478}",0.6478,pos
31,2021-02-19,"Tools for data science is a well-designed, self-paced, intensive course that includes components of theory and practical exercises. I found the course both stimulating and challenging.  The ready availability of course materials helped me both to see and experiment with many open source and some proprietary tools. This course is an excellent way to prepare for further training as a data scientist.",5,completer,400,pos,"{'language': 'en', 'score': 0.9999950569303777}",en,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.8658}",0.8658,pos
32,2021-02-18,Some of the instructions are not clear enough or beginners,3,completer,58,neu,"{'language': 'en', 'score': 0.9999972687223275}",en,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.2924}",-0.2924,neg
33,2021-02-18,First two weeks had quite useful videos and labs. The third week was entirely about IBM which kind of feels like a shameless plug. Week 4 Assessment could have been made a bit harder,4,completer,182,pos,"{'language': 'en', 'score': 0.9999952304351553}",en,"{'neg': 0.066, 'neu': 0.776, 'pos': 0.158, 'compound': 0.5095}",0.5095,pos
34,2021-02-17,"Good course, very clear what to do. In week two might be too many tools presented.",4,completer,82,pos,"{'language': 'en', 'score': 0.9999976705739101}",en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6997}",0.6997,pos
35,2021-02-17,Useful course with programs I wasn't familiar with. Class was laid out nicely for me to follow along and pass the assignments. Some of the interface was a little outdated compared to the slide show. Other than that well done.,4,completer,225,pos,"{'language': 'en', 'score': 0.999997158469133}",en,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7845}",0.7845,pos
36,2021-02-14,"While the general presentations were really good and had wonderful graphics, the explanations on other IBM tools were bit rushed and slightly overwhelming with its information.",4,completer,176,pos,"{'language': 'en', 'score': 0.9999975333146514}",en,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.7841}",0.7841,pos
37,2021-02-14,It was a challenging course with some heavy usage of terminology. It took a little while to get my feet wet but the Lab sessions and reviewing content/videos helped and I was able to complete all my assignments succesfully.,4,completer,223,pos,"{'language': 'en', 'score': 0.9999961840764346}",en,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.0772}",0.0772,pos
38,2021-02-14,"I gained a lot of valuable information with regard to the tools and scope of data science. With that, I now have more confidence in my data science profession.",5,completer,159,pos,"{'language': 'en', 'score': 0.9999972644998867}",en,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8516}",0.8516,pos
39,2021-02-13,Good introduction to data science tools.,5,completer,40,pos,"{'language': 'en', 'score': 0.9999956648139889}",en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
40,2021-02-13,"It is a very basic course, especially it is theoretical (something important to have a good foundation). Good course",4,completer,116,pos,"{'language': 'en', 'score': 0.9999979705895891}",en,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.765}",0.765,pos
41,2021-02-13,This course is really great for a beginner who wants to develop their a career in Data Science.. ,4,completer,97,pos,"{'language': 'en', 'score': 0.9999964958580763}",en,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.659}",0.659,pos
42,2021-02-13,"Informative, but feels like IBM advertisement.",4,completer,46,pos,"{'language': 'no', 'score': 0.8571360934194163}",no,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.5023}",0.5023,pos
43,2021-02-13,Small parts of labs,3,completer,19,neu,"{'language': 'en', 'score': 0.9999977688205397}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
44,2021-02-12,A good course that introduces many aspects of data science by discussing open source tools that are consistently used in the field of data science. I like the IBM Watson Studio system that allows you to remotely run projects using various hardware and software environments. A lot of the tools discussed are IBM proprietary tools but they do discuss the theory and reason for using such tools. This is valuable to understand data science at a beginners level. All in all a good introductory course that helps fill in gaps of knowledge.,4,completer,535,pos,"{'language': 'en', 'score': 0.9999959345794596}",en,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.9337}",0.9337,pos
45,2021-02-12,"Giving overall pictures of tools available for data scientist, great lectures ",5,completer,78,pos,"{'language': 'en', 'score': 0.9999948992427246}",en,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7579}",0.7579,pos
46,2021-02-11,"A course that specifically focusses on IBM products. Somehow i was able to navigate with the interface but sure it could have been better. But understandable, its part of certificate and that the course is from IBM. ",3,dropout,216,neu,"{'language': 'en', 'score': 0.9999946792440335}",en,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7783}",0.7783,pos
47,2021-02-09,Too much information thrown at you with little context. The final project didn't seem to have a lot to do with the information that we learned in the course. ,3,dropout,158,neu,"{'language': 'en', 'score': 0.9999974064161392}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
48,2021-02-09,"Overall great course - sometimes lectures were not very refined; I liked the final assignment, which required to research commands on Jupyter Notebook",4,completer,150,pos,"{'language': 'en', 'score': 0.9999959959476703}",en,"{'neg': 0.099, 'neu': 0.741, 'pos': 0.16, 'compound': 0.374}",0.374,pos
49,2021-02-08,good!,5,completer,5,pos,"{'language': 'so', 'score': 0.9999992425438513}",so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4926}",0.4926,pos
50,2021-02-07,Getting an overview of all the tools available is very handy for dicussions with Data Scientists and for job applications!,5,completer,122,pos,"{'language': 'en', 'score': 0.9999969735024659}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
51,2021-02-06,A lot of information is thrown at you at once and really isn't explained other than that they are tools for data science. It would be easier to follow along if other random facts about them that aren't related to their purpose was removed. ,3,completer,240,neu,"{'language': 'en', 'score': 0.9999959442521731}",en,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4215}",0.4215,pos
52,2021-02-06,Lots of information!!! Excellent course.,5,completer,40,pos,"{'language': 'en', 'score': 0.9999965263818985}",en,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.6784}",0.6784,pos
53,2021-02-05,"Since I do have a little knowledge of data science, I think the topics covered in this section (Tools for Data science) are valuable. However, I guess the way this course was taught as if students were comfortable with the field.",2,completer,229,neg,"{'language': 'en', 'score': 0.9999962148225721}",en,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.7506}",0.7506,pos
54,2021-02-05,Well designed. Contents and Labs are truly rich. I would highly recommend it for those who would like to quickly enter this domain.,5,completer,131,pos,"{'language': 'en', 'score': 0.9999976288455631}",en,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9168}",0.9168,pos
55,2021-02-04,Good course.,5,dropout,12,pos,"{'language': 'en', 'score': 0.7142827020940814}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
56,2021-02-04,one of the best course I have ever taken,5,completer,40,pos,"{'language': 'en', 'score': 0.9999956399807366}",en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,pos
57,2021-02-03,"This course is definitely packed with tons of information, and I learned a lot, but it really felt like it was like trying to learn to drive by reading the car's owners manual. They introduce the expansive languages and tools available to data scientists, but it lacks any practical context or too much hands on experience actually using the massive amount of functionalities that are presented. With that said, it is more of a pure rote memory type course rather than a practical, hands-on one. ",3,completer,496,neu,"{'language': 'en', 'score': 0.9999961270060013}",en,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.8475}",0.8475,pos
58,2021-02-03,It was a really great course BUT in the labs the explanations on how to do things were very poor. I had to google a substantial amount,3,completer,134,neu,"{'language': 'en', 'score': 0.9999970969255518}",en,"{'neg': 0.151, 'neu': 0.689, 'pos': 0.161, 'compound': -0.1761}",-0.1761,neg
59,2021-02-02,"For a non IT person, it's workable and learn able as long as you focus. ",5,completer,72,pos,"{'language': 'en', 'score': 0.9999963124686277}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
60,2021-02-02,Enjoyed it ,5,completer,11,pos,"{'language': 'en', 'score': 0.8571396937345692}",en,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106}",0.5106,pos
61,2021-01-31,"honestly, it was well taught. but the key problem was that the videos by mr. romeo kienzler were a bit advanced for my understanding as i had no prior experience of this and i tried to replicate the the things he was doing and couldnt understand at all what im supposed to do ahead of somewhere. mostly this problem was in Github and Rstudio",4,completer,341,pos,"{'language': 'en', 'score': 0.9999980537077895}",en,"{'neg': 0.142, 'neu': 0.786, 'pos': 0.072, 'compound': -0.7814}",-0.7814,neg
62,2021-01-31,Informative course: the course introduces Jupiter Notebook and R Studio. Good start to learn more about programming languages that are used in data science!,5,completer,156,pos,"{'language': 'en', 'score': 0.9999962399410554}",en,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4926}",0.4926,pos
63,2021-01-30,"There is a lot of description about IBM Watson tools and it's amazing at what one can do with those tools. It did feel a little overwhelming for a person like me (with zero knowledge about Data Science), but I guess it's going to be worth it.",4,completer,242,pos,"{'language': 'en', 'score': 0.9999959260987503}",en,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6705}",0.6705,pos
64,2021-01-29,"not recommended for a fresh data science, because many thing that's really odd for a new on this focus course, but i still recommended it because it still usefull. we can learn the jupyter notebook's work and github too, and i think it's really a good point in this course.",4,completer,273,pos,"{'language': 'en', 'score': 0.9999965940297384}",en,"{'neg': 0.127, 'neu': 0.788, 'pos': 0.085, 'compound': 0.2091}",0.2091,pos
65,2021-01-29,Great course.,5,completer,13,pos,"{'language': 'en', 'score': 0.9999962208933457}",en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
66,2021-01-28,A well coordinated and educative course on data science. Highly recommended for anyone with passion to learn and understand data science,5,completer,136,pos,"{'language': 'en', 'score': 0.9999945726482284}",en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.7346}",0.7346,pos
67,2021-01-28,This is supposed to be a course for beginners but the amount of advanced concepts and tools they throw at you with no explanation is staggering. A pity because otherwise this could be useful.,3,dropout,191,neu,"{'language': 'en', 'score': 0.999996521140857}",en,"{'neg': 0.14, 'neu': 0.701, 'pos': 0.159, 'compound': 0.1901}",0.1901,pos
68,2021-01-27,I loved getting to use some of these tools hands-on. Can't wait for future classes where we'll go more in depth.,5,completer,112,pos,"{'language': 'en', 'score': 0.9999966577653543}",en,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5994}",0.5994,pos
69,2021-01-27,Fun to learn about IBM Watson and its huge world of AI-stuff!,5,completer,61,pos,"{'language': 'en', 'score': 0.9999976019171621}",en,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7088}",0.7088,pos
70,2021-01-27,though excellent  teaching video need to be 1080p and some video needs to increase their volume .,5,completer,97,pos,"{'language': 'en', 'score': 0.9999954204567169}",en,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.7184}",0.7184,pos
71,2021-01-26,This course help me for understand tools for Data Science. ,5,completer,59,pos,"{'language': 'en', 'score': 0.9999938360710394}",en,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,pos
72,2021-01-26,simple and easy to comprehend! ,5,completer,31,pos,"{'language': 'en', 'score': 0.9999975926051876}",en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4926}",0.4926,pos
73,2021-01-26,The course is very detailed with interesting practical examples,5,completer,63,pos,"{'language': 'en', 'score': 0.9999974318885648}",en,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.4522}",0.4522,pos
74,2021-01-25,The lesson for Week 1 is hard to keep concentrating and the way to simplify some contents is not clear for beginner who has no background knowledge like me but can't deny that this course is benefit for one who wanna pursue in this career.,4,completer,239,pos,"{'language': 'en', 'score': 0.9999951837364622}",en,"{'neg': 0.087, 'neu': 0.75, 'pos': 0.164, 'compound': 0.7106}",0.7106,pos
75,2021-01-25,"This course is very well constructed and very informative. A very good course that provides systematic information to beginners. Some of the contents and explanations are a little dry, the instructors can consider making it more fun and easy to understand for learners.",4,completer,269,pos,"{'language': 'en', 'score': 0.9999971744685994}",en,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.9119}",0.9119,pos
76,2021-01-25,IBM i'm very greatfull to have your course is very great,5,completer,56,pos,"{'language': 'en', 'score': 0.9999986605711464}",en,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.659}",0.659,pos
77,2021-01-25,"This gave me the brief introduction of Data science with IBM tools, the essential third party tools for Data scientists. Introductory knowledge on almost all data science related techniques is appreciable. One can enhance it completely by going through future courses in the same specialization. ",5,completer,296,pos,"{'language': 'en', 'score': 0.9999966606748438}",en,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4019}",0.4019,pos
78,2021-01-24,Very Helpful and interactive.,5,completer,29,pos,"{'language': 'en', 'score': 0.9999972583760387}",en,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,pos
79,2021-01-24,"I liked the course, there were parts that the videos were not clear and the reading takes a few attempts to be accessible ",4,completer,122,pos,"{'language': 'en', 'score': 0.9999968858651094}",en,"{'neg': 0.091, 'neu': 0.792, 'pos': 0.117, 'compound': 0.1571}",0.1571,pos
80,2021-01-24,"Many instructions are not correct, always make me confused, but anyway I passed it",4,completer,82,pos,"{'language': 'en', 'score': 0.9999963498069933}",en,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.1655}",-0.1655,neg
81,2021-01-23,Good course,5,completer,11,pos,"{'language': 'en', 'score': 0.9999956178379821}",en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
82,2021-01-23,Good learning course to get an overview of Data Science tools and training with them,5,completer,84,pos,"{'language': 'en', 'score': 0.9999967070588702}",en,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,pos
83,2021-01-22,The Github modules were rushed and not beginner friendly. Everything else was good though. Great quizzes and assessment ,3,completer,120,neu,"{'language': 'en', 'score': 0.9999957167569427}",en,"{'neg': 0.107, 'neu': 0.609, 'pos': 0.284, 'compound': 0.6566}",0.6566,pos
84,2021-01-22,Nice introductory course / would like that the first part be not so content dense,4,completer,81,pos,"{'language': 'en', 'score': 0.9999964913249555}",en,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}",0.6486,pos
85,2021-01-22,A very good overview to start a data science program,4,completer,52,pos,"{'language': 'en', 'score': 0.8571384175808678}",en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",0.4927,pos
86,2021-01-21,Fantastic content!!!,5,completer,20,pos,"{'language': 'it', 'score': 0.9999941633088134}",it,"{'neg': 0.0, 'neu': 0.183, 'pos': 0.817, 'compound': 0.6679}",0.6679,pos
87,2021-01-20,"Half of it is useful, other half is just an advertisement of IBM products",3,completer,73,neu,"{'language': 'en', 'score': 0.9999984330973906}",en,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,pos
88,2021-01-20,"Thanks, Instructor, Many thanks Coursera. I really appreciate the support you've given me. I like this course. I learned first what
âData scienceâ means that can affect my whole life not only my career. and this course will
help me a lot to understand those concepts in an easy and right way. In this
course, Iâll learn how to manage, extract, transform, analyze, and visualize
data. Now, I might be able to survive data science without programming skills
if I use the right set of tools Right now  ",5,completer,505,pos,"{'language': 'en', 'score': 0.9999971638502645}",en,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.9575}",0.9575,pos
89,2021-01-20,"Very interesting, extraordinary!",5,completer,32,pos,"{'language': 'en', 'score': 0.9999978573336176}",en,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.5081}",0.5081,pos
90,2021-01-19,This course is announced as a course for beginners without previous background in programming but it contains information related to the list of programmes that we are supposed to be acquainted with.,3,dropout,199,neu,"{'language': 'en', 'score': 0.9999973575801777}",en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
91,2021-01-19,I feel very excited to gain more knowledge. It become very interesting as I go through each course. Thank you Coursera for your support and guidance.,4,completer,149,pos,"{'language': 'en', 'score': 0.9999948224682433}",en,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9267}",0.9267,pos
